,users,intensityNormalized,order,freq,catchingUpRatio,features,probability,prediction
125,Kristijan Lopac,0.06944444444444442,0.7,0.2727272727272727,0.18181818181818182,"[0.06944444444444442,0.7,0.2727272727272727,0.18181818181818182]","[8.570101903935039e-13,0.999999999999143,1.3225587903756372e-17,1.3225587903756372e-17]",1
126,Ksenija Sekulic,0.08333333333333333,0.4545454545454545,0.0,0.0,"[0.08333333333333333,0.4545454545454545,0.0,0.0]","[2.433851046642895e-22,4.637441567633777e-09,0.9999999953625585,2.433851046642895e-22]",2
127,Kskoric,0.19444444444444445,0.8888888888888888,0.0,0.0,"[0.19444444444444445,0.8888888888888888,0.0,0.0]","[2.1811174573180756e-09,4.4062513574954294e-11,0.9999999977748201,2.6574641344946775e-23]",2
128,Kvasina,0.10000000000000002,1.0,0.4545454545454545,0.5454545454545454,"[0.10000000000000002,1.0,0.4545454545454545,0.5454545454545454]","[7.215343153868142e-06,0.9999927846566443,1.297061067550476e-17,2.0179446854082778e-13]",1
129,Labura,0.08333333333333333,1.0,0.25,0.5,"[0.08333333333333333,1.0,0.25,0.5]","[0.9155912449780627,0.0843586453109644,1.3672332901819514e-17,5.010971097288978e-05]",0
130,Lana,0.027777777777777773,1.0,0.75,0.25,"[0.027777777777777773,1.0,0.75,0.25]","[1.0541670421117178e-19,7.263612940100146e-05,1.0541670421116269e-19,0.999927363870599]",3
131,Lea Svilicic,0.05952380952380953,0.9090909090909092,0.3333333333333333,0.08333333333333333,"[0.05952380952380953,0.9090909090909092,0.3333333333333333,0.08333333333333333]","[0.00019170731134455964,0.9998082926886555,1.4730902922887857e-17,1.4730902922887857e-17]",1
132,Leo Mihaljevic,0.027777777777777773,1.0,0.75,0.25,"[0.027777777777777773,1.0,0.75,0.25]","[1.0541670421117178e-19,7.263612940100146e-05,1.0541670421116269e-19,0.999927363870599]",3
133,ljubica basic,0.0,1.0,0.9230769230769232,0.0,"[0.0,1.0,0.9230769230769232,0.0]","[3.975439884037184e-23,3.733560652187725e-13,0.9999920041857882,7.995813838585919e-06]",2
134,Luc,0.018518518518518528,1.0,0.8181818181818182,0.18181818181818182,"[0.018518518518518528,1.0,0.8181818181818182,0.18181818181818182]","[1.0439950238679738e-19,3.1472229913288493e-06,1.0439950238679738e-19,0.9999968527770087]",3
135,lucijan,0.052083333333333336,0.6666666666666666,0.4615384615384616,0.07692307692307693,"[0.052083333333333336,0.6666666666666666,0.4615384615384616,0.07692307692307693]","[2.853296663145886e-17,1.0,2.853296405962586e-17,2.853296405962586e-17]",1
136,ludmilla,0.0,0.5,0.4,0.0,"[0.0,0.5,0.4,0.0]","[1.413068629519698e-22,1.3010854421752474e-06,0.9999986989145578,2.455830257473796e-21]",2
137,Luka Skocir,0.10416666666666667,1.0,0.4444444444444444,0.5555555555555556,"[0.10416666666666667,1.0,0.4444444444444444,0.5555555555555556]","[2.1022116806661385e-05,0.9999789778831931,1.3110697320835844e-17,2.1332358163375815e-16]",1
138,luka.voncina,0.016666666666666663,1.0,0.8333333333333334,0.16666666666666666,"[0.016666666666666663,1.0,0.8333333333333334,0.16666666666666666]","[1.0988891950797895e-19,1.4486180816404287e-06,1.0988891950797895e-19,0.9999985513819183]",3
139,lukaaa11,0.04166666666666666,1.0,0.3333333333333333,0.3333333333333333,"[0.04166666666666666,1.0,0.3333333333333333,0.3333333333333333]","[0.11906114026173616,0.8799563139962557,3.7836373597199506e-17,0.0009825457420080403]",1
140,Lupodimare,0.04166666666666666,0.4,0.3333333333333333,0.3333333333333333,"[0.04166666666666666,0.4,0.3333333333333333,0.3333333333333333]","[2.60762665965717e-16,0.9999999999999882,2.60762665965717e-16,1.1186857476276321e-14]",1
141,Maja Demaria,0.05555555555555556,1.0,0.6,0.4,"[0.05555555555555556,1.0,0.6,0.4]","[7.840105312573349e-17,0.011588800742611165,3.523950024727842e-19,0.9884111992573887]",3
142,Maja Grinek,0.06666666666666668,0.875,0.3333333333333333,0.4444444444444444,"[0.06666666666666668,0.875,0.3333333333333333,0.4444444444444444]","[0.0013217793177468273,0.7054560423242563,1.68763970233789e-17,0.29322217835799697]",1
143,maja laurence,0.25,0.6666666666666666,0.0,0.0,"[0.25,0.6666666666666666,0.0,0.0]","[2.1853012956540144e-21,2.52346565210598e-14,0.9999999999999748,3.1749779668651636e-23]",2
144,MajaM,0.13333333333333333,0.5833333333333334,0.38461538461538464,0.6153846153846154,"[0.13333333333333333,0.5833333333333334,0.38461538461538464,0.6153846153846154]","[1.4173837562553632e-17,1.0,1.4173837388160974e-17,1.4173837388160974e-17]",1
145,Mare_,0.0,1.0,1.0,0.0,"[0.0,1.0,1.0,0.0]","[5.732967292717954e-23,2.7016070095039547e-15,0.9999971574452555,2.842554741830368e-06]",2
146,mare10,0.20833333333333331,0.8333333333333334,0.0,0.0,"[0.20833333333333331,0.8333333333333334,0.0,0.0]","[3.4991317291383306e-11,9.455441762022205e-12,0.9999999999555532,2.45279997193852e-23]",2
147,Maria,0.0119047619047619,0.8571428571428571,0.625,0.0,"[0.0119047619047619,0.8571428571428571,0.625,0.0]","[1.7859143924351773e-23,5.88588548489834e-08,0.9999999411395721,1.573075965635405e-12]",2
148,Marijana,0.11111111111111112,1.0,0.42857142857142855,0.42857142857142855,"[0.11111111111111112,1.0,0.42857142857142855,0.42857142857142855]","[1.650967176401353e-05,0.999983490328236,9.791659044888501e-18,9.791659044888501e-18]",1
149,MARINO BRZAC,0.16666666666666666,0.9090909090909092,0.3333333333333333,0.6666666666666666,"[0.16666666666666666,0.9090909090909092,0.3333333333333333,0.6666666666666666]","[0.01486973104027836,0.9851302689597217,1.8578659237902534e-17,1.8578659237902534e-17]",1
150,Mario Bursac,0.010416666666666666,1.0,0.7777777777777778,0.1111111111111111,"[0.010416666666666666,1.0,0.7777777777777778,0.1111111111111111]","[2.0650008507570412e-19,2.0208997366347453e-05,2.0650008507570412e-19,0.9999797910026337]",3
151,Mario91,0.2916666666666667,1.0,0.1111111111111111,0.5555555555555556,"[0.2916666666666667,1.0,0.1111111111111111,0.5555555555555556]","[0.9999401000250868,5.989997491317508e-05,1.2469569753830618e-17,1.2469569753830618e-17]",0
152,Marjan Henigman,0.00833333333333334,1.0,0.9090909090909092,0.09090909090909091,"[0.00833333333333334,1.0,0.9090909090909092,0.09090909090909091]","[3.003600661205472e-19,2.9541743658769768e-08,3.003600661205472e-19,0.9999999704582563]",3
153,Markisha,0.08333333333333333,1.0,0.5,0.5,"[0.08333333333333333,1.0,0.5,0.5]","[3.2152439238222153e-08,0.9998939629756406,1.3608277768303872e-17,0.00010600487192012544]",1
154,Marko Dundovic,0.0972222222222222,0.9166666666666666,0.15384615384615385,0.07692307692307693,"[0.0972222222222222,0.9166666666666666,0.15384615384615385,0.07692307692307693]","[0.6643068840285795,0.33569311597142043,3.8735255533583445e-17,3.8735255533583445e-17]",0
155,Marko Kralj,0.125,1.0,0.4,0.6,"[0.125,1.0,0.4,0.6]","[0.0013318407098549632,0.9986681592901451,1.5054825388640614e-17,1.5054825388640614e-17]",1
156,Marko L,0.25,0.9090909090909092,0.0,0.0,"[0.25,0.9090909090909092,0.0,0.0]","[7.997314138617115e-09,1.630923137551825e-14,0.9999999920026695,3.070132168273588e-23]",2
157,marko maticic,0.027777777777777773,0.6666666666666666,0.5,0.25,"[0.027777777777777773,0.6666666666666666,0.5,0.25]","[1.0135628003025538e-17,0.9995930653850641,1.0135627227800742e-17,0.00040693461493599055]",1
158,Maru��aaaa,0.25,1.0,0.0,0.0,"[0.25,1.0,0.0,0.0]","[5.5524083128732807e-08,1.4214466745978787e-14,0.9999999444759026,4.45100694254817e-23]",2
159,Ma��a,0.02083333333333333,1.0,0.8,0.0,"[0.02083333333333333,1.0,0.8,0.0]","[2.6198497640703994e-23,2.4096071710965158e-11,0.9999999999759038,1.202449135529901e-18]",2
160,masa sarusic,0.027777777777777773,0.9090909090909092,0.75,0.25,"[0.027777777777777773,0.9090909090909092,0.75,0.25]","[1.4823287204084125e-19,0.00014027345405693658,1.4823287204084092e-19,0.9998597265459431]",3
161,Mate Vitaljic,0.02083333333333333,0.7777777777777778,0.8,0.2,"[0.02083333333333333,0.7777777777777778,0.8,0.2]","[1.1662250301654284e-17,0.0013704489693476924,1.1662250301654284e-17,0.9986295510306523]",3
162,Matija Osterc,0.1875,0.9166666666666666,0.2307692307692308,0.6923076923076923,"[0.1875,0.9166666666666666,0.2307692307692308,0.6923076923076923]","[0.45265822240774944,0.5473417775922506,2.2336301965193247e-17,2.2336301965193247e-17]",1
163,Matija Turkalj,0.10000000000000002,0.9,0.0,0.0,"[0.10000000000000002,0.9,0.0,0.0]","[2.330579286059798e-09,4.810572631678395e-09,0.999999992858848,3.818787596483079e-23]",2
164,Matjazzavrl,0.08333333333333333,0.8571428571428571,0.375,0.125,"[0.08333333333333333,0.8571428571428571,0.375,0.125]","[1.6421050473667193e-07,0.9999998357894953,1.8017975436221486e-17,1.8017975436221486e-17]",1
165,Mauro,0.10416666666666667,0.75,0.0,0.0,"[0.10416666666666667,0.75,0.0,0.0]","[1.6527695859878153e-15,5.320482938953322e-09,0.9999999946795154,3.7226186547250665e-23]",2
166,MedoPiki,0.13333333333333333,1.0,0.0,0.0,"[0.13333333333333333,1.0,0.0,0.0]","[2.5232940436203167e-08,3.0147230482525775e-09,0.9999999717523366,4.3965363267902686e-23]",2
167,melina lako��,0.6666666666666666,1.0,0.0,0.0,"[0.6666666666666666,1.0,0.0,0.0]","[5.8976406312740395e-08,1.1288274482443687e-19,0.9999999410235937,1.1288274482443687e-19]",2
168,mihaelas,0.2916666666666667,1.0,0.1111111111111111,0.4444444444444444,"[0.2916666666666667,1.0,0.1111111111111111,0.4444444444444444]","[0.9999973533870681,2.6466129319074e-06,8.221850549211705e-18,8.221850549211705e-18]",0
169,Miho,0.047619047619047616,0.8,0.3636363636363637,0.18181818181818182,"[0.047619047619047616,0.8,0.3636363636363637,0.18181818181818182]","[3.2652711658952857e-09,0.9999999967346799,7.055005479657885e-18,4.895247158233724e-14]",1
170,Milan Kura��,0.2777777777777777,0.9166666666666666,0.07692307692307693,0.0,"[0.2777777777777777,0.9166666666666666,0.07692307692307693,0.0]","[6.381354080534022e-08,8.75800687880929e-18,0.9999999361864592,3.161640294266632e-23]",2
171,Mirela,0.13333333333333333,0.8333333333333334,0.2307692307692308,0.07692307692307693,"[0.13333333333333333,0.8333333333333334,0.2307692307692308,0.07692307692307693]","[0.001801346440260307,0.998198653559739,3.244233822480966e-16,3.244233822480966e-16]",1
172,Mirjana Pu��karski,0.0119047619047619,1.0,0.875,0.0,"[0.0119047619047619,1.0,0.875,0.0]","[3.352678923526495e-23,1.3231529802174938e-12,0.9999999999761723,2.2504617154909693e-11]",2
173,Mirkomatic,0.0972222222222222,0.9166666666666666,0.2307692307692308,0.3076923076923077,"[0.0972222222222222,0.9166666666666666,0.2307692307692308,0.3076923076923077]","[0.2402037637881967,0.7597962362118033,1.0618154513279795e-17,1.0618154513279795e-17]",1
174,miroc,0.4166666666666667,0.8,0.16666666666666666,0.8333333333333334,"[0.4166666666666667,0.8,0.16666666666666666,0.8333333333333334]","[0.9999999660717637,3.392780951551808e-08,2.13457533771829e-13,2.13457533771829e-13]",0
175,Mi��o,0.027777777777777773,1.0,0.75,0.0,"[0.027777777777777773,1.0,0.75,0.0]","[2.2903567250517648e-23,1.185212783747149e-10,0.9999999998814787,2.293043670030404e-23]",2
176,MojcaDamijan,0.037037037037037035,1.0,0.6153846153846154,0.3076923076923077,"[0.037037037037037035,1.0,0.6153846153846154,0.3076923076923077]","[7.44350113533426e-19,0.005783841789144353,2.0051132105910141e-19,0.9942161582108556]",3
177,Nata��a,0.013888888888888895,1.0,0.7142857142857143,0.0,"[0.013888888888888895,1.0,0.7142857142857143,0.0]","[2.0962396515875947e-23,2.1114440656416226e-09,0.9999999978878855,6.703612709998387e-13]",2
178,Nejc Kodric,0.1875,1.0,0.15384615384615385,0.6153846153846154,"[0.1875,1.0,0.15384615384615385,0.6153846153846154]","[0.8064148813746183,0.19358511862538183,1.6932760089241724e-17,1.6932760089241724e-17]",0
179,Nejc Likar,0.08333333333333333,1.0,0.25,0.0,"[0.08333333333333333,1.0,0.25,0.0]","[9.58305101559955e-08,1.563976418403892e-07,0.999999747771848,2.114784642221945e-23]",2
180,nenad,0.0,1.0,0.8571428571428571,0.0,"[0.0,1.0,0.8571428571428571,0.0]","[3.0770911533459944e-23,1.4328802653082464e-11,0.9999934674305029,6.532555168374071e-06]",2
181,NenadS,0.11666666666666665,1.0,0.25,0.5,"[0.11666666666666665,1.0,0.25,0.5]","[0.6778348035267014,0.32216519647329855,8.065387742026374e-18,8.065387742026374e-18]",0
182,Neven,0.025000000000000005,0.9166666666666666,0.6923076923076923,0.23076923076923078,"[0.025000000000000005,0.9166666666666666,0.6923076923076923,0.23076923076923078]","[1.2626285653849084e-19,0.0007166689306436008,1.2626285622129719e-19,0.9992833310693563]",3
183,Niko Vukusic,0.027777777777777773,1.0,0.75,0.25,"[0.027777777777777773,1.0,0.75,0.25]","[1.0541670421117178e-19,7.263612940100146e-05,1.0541670421116269e-19,0.999927363870599]",3
184,niko.mihovilovic,0.007575757575757569,0.9090909090909092,0.4166666666666667,0.08333333333333333,"[0.007575757575757569,0.9090909090909092,0.4166666666666667,0.08333333333333333]","[2.557238125729989e-07,0.999999576704133,1.6522358584219037e-17,1.675720544462494e-07]",1
185,Nikola Bar��ic,0.20833333333333331,0.0,0.0,0.0,"(4,[0],[0.20833333333333331])","[8.50003588154642e-20,5.4182867752694014e-11,0.9999999999458172,8.50003588154642e-20]",2
186,Nikoleta,0.03571428571428572,1.0,0.7,0.3,"[0.03571428571428572,1.0,0.7,0.3]","[1.1277447737622595e-19,0.0004320183971192647,1.1277447127158778e-19,0.9995679816028807]",3
187,nikonikokaoja,0.0,0.6666666666666666,0.25,0.0,"[0.0,0.6666666666666666,0.25,0.0]","[4.098026211418932e-21,9.487970581629981e-08,0.9999999051202941,5.270950347968876e-23]",2
188,Oaky,0.02380952380952382,1.0,0.7777777777777778,0.2222222222222222,"[0.02380952380952382,1.0,0.7777777777777778,0.2222222222222222]","[1.0224574283396827e-19,2.2074049965948624e-05,1.0224574283396827e-19,0.999977925950034]",3
189,Ojiga,0.027777777777777773,1.0,0.75,0.25,"[0.027777777777777773,1.0,0.75,0.25]","[1.0541670421117178e-19,7.263612940100146e-05,1.0541670421116269e-19,0.999927363870599]",3
190,Pavle,0.015151515151515155,1.0,0.8461538461538461,0.15384615384615385,"[0.015151515151515155,1.0,0.8461538461538461,0.15384615384615385]","[1.1807695103359674e-19,7.435695081467345e-07,1.1807695103359674e-19,0.9999992564304918]",3
191,pedro,0.75,1.0,0.2,0.8,"[0.75,1.0,0.2,0.8]","[0.999999999999988,4.011276647871632e-15,4.011276647871632e-15,4.011276647871632e-15]",0
192,peri,0.006944444444444438,0.75,0.7692307692307693,0.0,"[0.006944444444444438,0.75,0.7692307692307693,0.0]","[3.4944390954346486e-23,9.326128363082342e-10,0.9999999987391578,3.2822932213817915e-10]",2
193,Pero,0.16666666666666666,1.0,0.1111111111111111,0.1111111111111111,"[0.16666666666666666,1.0,0.1111111111111111,0.1111111111111111]","[0.9946882277715288,0.005311772228471202,1.6047811544210956e-17,1.6047811544210956e-17]",0
194,Petar,0.05952380952380953,1.0,0.4166666666666667,0.16666666666666666,"[0.05952380952380953,1.0,0.4166666666666667,0.16666666666666666]","[3.135697840746991e-06,0.9999968643021593,1.0819972018134249e-17,1.0819972018185881e-17]",1
195,PeterKogej,0.14583333333333334,0.8,0.18181818181818185,0.2727272727272727,"[0.14583333333333334,0.8,0.18181818181818185,0.2727272727272727]","[0.00011635697457824402,0.9998836430254218,3.0094202395928164e-17,3.0094202395928164e-17]",1
196,PetraP,0.05555555555555556,1.0,0.6,0.4,"[0.05555555555555556,1.0,0.6,0.4]","[7.840105312573349e-17,0.011588800742611165,3.523950024727842e-19,0.9884111992573887]",3
197,Pina,0.006944444444444438,1.0,0.9230769230769232,0.07692307692307693,"[0.006944444444444438,1.0,0.9230769230769232,0.07692307692307693]","[4.417938702204355e-19,1.524066135118225e-08,4.417938702204355e-19,0.9999999847593386]",3
198,Pino,0.16666666666666666,1.0,0.2222222222222222,0.1111111111111111,"[0.16666666666666666,1.0,0.2222222222222222,0.1111111111111111]","[0.9905019226005828,0.009498077399417134,5.3348341580685854e-17,5.3348341580685854e-17]",0
199,Pirko,0.16666666666666666,1.0,0.16666666666666666,0.16666666666666666,"[0.16666666666666666,1.0,0.16666666666666666,0.16666666666666666]","[0.9900480330721153,0.009951966927884739,9.502342855461484e-18,9.502342855461484e-18]",0
200,Pjerino,0.0,1.0,1.0,0.0,"[0.0,1.0,1.0,0.0]","[5.732967292717954e-23,2.7016070095039547e-15,0.9999971574452555,2.842554741830368e-06]",2
201,Pjero,0.010416666666666666,1.0,0.5555555555555556,0.1111111111111111,"[0.010416666666666666,1.0,0.5555555555555556,0.1111111111111111]","[4.037600728215171e-14,0.9860637914289218,2.6323270726550093e-17,0.013936208571037932]",1
202,Plavac_mali,0.04166666666666666,1.0,0.6666666666666666,0.3333333333333333,"[0.04166666666666666,1.0,0.6666666666666666,0.3333333333333333]","[1.2365331165647782e-19,0.0011584018727703463,1.2363233221474495e-19,0.9988415981272296]",3
203,plombar,0.07142857142857144,0.75,0.5384615384615384,0.46153846153846156,"[0.07142857142857144,0.75,0.5384615384615384,0.46153846153846156]","[1.0671332330451369e-17,0.9998673904750082,1.0437544513953474e-17,0.000132609524991879]",1
204,Pokmon,0.05952380952380953,1.0,0.5833333333333334,0.4166666666666667,"[0.05952380952380953,1.0,0.5833333333333334,0.4166666666666667]","[3.5435158144132638e-15,0.029241497991430634,7.174194443022926e-19,0.9707585020085658]",3
205,Pokret Otoka,0.0625,1.0,0.5714285714285714,0.42857142857142855,"[0.0625,1.0,0.5714285714285714,0.42857142857142855]","[5.86630084393939e-14,0.06651070895524304,1.4306364771175687e-18,0.9334892910446982]",3
206,Polona,0.037037037037037035,0.9166666666666666,0.4615384615384616,0.0,"[0.037037037037037035,0.9166666666666666,0.4615384615384616,0.0]","[5.871959422601566e-17,3.2999710679198814e-07,0.9999996700028931,1.507255516034782e-23]",2
207,Primosius,0.027777777777777773,1.0,0.0,0.0,"[0.027777777777777773,1.0,0.0,0.0]","[9.240973461383653e-09,1.1385801268485009e-10,0.9999999906451686,9.898864218979562e-23]",2
208,RadoL,0.05952380952380953,1.0,0.5,0.25,"[0.05952380952380953,1.0,0.5,0.25]","[5.885849978401625e-10,0.9999999994110975,1.2158274716436493e-17,3.175598930393142e-13]",1
209,Ramo,0.015151515151515155,0.8333333333333334,0.8461538461538461,0.15384615384615385,"[0.015151515151515155,0.8333333333333334,0.8461538461538461,0.15384615384615385]","[1.3945257324508442e-18,1.3586309755037478e-05,1.3945257324508442e-18,0.999986413690245]",3
210,Rebeka,0.052083333333333336,1.0,0.0,0.0,"[0.052083333333333336,1.0,0.0,0.0]","[1.1934604865635622e-08,8.11941312778145e-10,0.9999999872534538,7.66198432050626e-23]",2
211,RobiF,0.0,1.0,0.75,0.0,"[0.0,1.0,0.75,0.0]","[2.273283662487518e-23,1.7255298113598023e-09,0.999999446610491,5.516639791212652e-07]",2
212,rocco337,0.2916666666666667,1.0,0.2222222222222222,0.7777777777777778,"[0.2916666666666667,1.0,0.2222222222222222,0.7777777777777778]","[0.9997043331640751,0.0002956668359249903,1.0638991221955742e-17,1.0638991221955742e-17]",0
213,Rok321,0.027777777777777773,1.0,0.75,0.25,"[0.027777777777777773,1.0,0.75,0.25]","[1.0541670421117178e-19,7.263612940100146e-05,1.0541670421116269e-19,0.999927363870599]",3
214,Roki,0.0972222222222222,0.9166666666666666,0.2307692307692308,0.07692307692307693,"[0.0972222222222222,0.9166666666666666,0.2307692307692308,0.07692307692307693]","[0.16979558247531257,0.8302044175246874,4.452075711399836e-17,4.452075711399836e-17]",1
215,rokian,0.027777777777777773,1.0,0.5,0.0,"[0.027777777777777773,1.0,0.5,0.0]","[4.223706346599315e-18,2.4778108044564813e-07,0.9999997522189196,1.7361930103520392e-23]",2
216,Romana,0.06666666666666668,0.75,0.3333333333333333,0.3333333333333333,"[0.06666666666666668,0.75,0.3333333333333333,0.3333333333333333]","[2.720017056965626e-10,0.9999999996773765,8.106476870917563e-18,5.062172030916259e-11]",1
217,ruzica kovacevic,0.04166666666666666,1.0,0.5,0.3333333333333333,"[0.04166666666666666,1.0,0.5,0.3333333333333333]","[8.675707942095868e-10,0.18400007200330676,1.917448276637296e-18,0.8159999271291224]",3
218,Sailman,0.04166666666666666,1.0,0.6666666666666666,0.3333333333333333,"[0.04166666666666666,1.0,0.6666666666666666,0.3333333333333333]","[1.2365331165647782e-19,0.0011584018727703463,1.2363233221474495e-19,0.9988415981272296]",3
219,Salieri,0.11666666666666665,1.0,0.0,0.0,"[0.11666666666666665,1.0,0.0,0.0]","[2.1931417344350654e-08,4.454718772144649e-09,0.999999973613864,4.744576220942785e-23]",2
220,Sandi,0.016666666666666663,1.0,0.6666666666666666,0.16666666666666666,"[0.016666666666666663,1.0,0.6666666666666666,0.16666666666666666]","[8.983417693792946e-19,0.005776770701040847,8.983393901027013e-19,0.9942232292989591]",3
221,sawyer,0.1875,1.0,0.2307692307692308,0.46153846153846156,"[0.1875,1.0,0.2307692307692308,0.46153846153846156]","[0.906117774709084,0.09388222529091615,6.617219814750169e-18,6.617219814750169e-18]",0
222,shrike,0.016666666666666663,1.0,0.8333333333333334,0.16666666666666666,"[0.016666666666666663,1.0,0.8333333333333334,0.16666666666666666]","[1.0988891950797895e-19,1.4486180816404287e-06,1.0988891950797895e-19,0.9999985513819183]",3
223,Silvestar Tokic,0.13333333333333333,1.0,0.38461538461538464,0.6153846153846154,"[0.13333333333333333,1.0,0.38461538461538464,0.6153846153846154]","[0.004580453394638131,0.9954195466053619,1.63993833203398e-17,1.63993833203398e-17]",1
224,��imun Zamberlin,0.006944444444444438,0.9166666666666666,0.8461538461538461,0.0,"[0.006944444444444438,0.9166666666666666,0.8461538461538461,0.0]","[2.904452959616166e-23,1.5192506870696604e-11,0.9999999756654079,2.4319399675020205e-08]",2
225,��katja,0.11111111111111112,0.8333333333333334,0.2857142857142857,0.0,"[0.11111111111111112,0.8333333333333334,0.2857142857142857,0.0]","[1.2760590987863061e-12,2.8012600847647568e-08,0.9999999719861231,1.4433552547848775e-23]",2
226,slipke,0.3333333333333333,1.0,0.0,0.0,"[0.3333333333333333,1.0,0.0,0.0]","[7.931475488133377e-08,1.6239293021291265e-22,0.999999920685245,8.056720312591255e-23]",2
227,splicho,0.25,1.0,0.25,0.75,"[0.25,1.0,0.25,0.75]","[0.9859003009123599,0.014099699087640187,1.4451969082891447e-17,1.4451969082891447e-17]",0
228,staneb,0.027777777777777773,1.0,0.75,0.25,"[0.027777777777777773,1.0,0.75,0.25]","[1.0541670421117178e-19,7.263612940100146e-05,1.0541670421116269e-19,0.999927363870599]",3
229,Stanojevic,0.05555555555555556,1.0,0.0,0.0,"[0.05555555555555556,1.0,0.0,0.0]","[1.2363986749438239e-08,1.0133003754369417e-09,0.9999999866227129,7.411710680160968e-23]",2
230,stipica,0.07142857142857144,0.3333333333333333,0.38461538461538464,0.38461538461538464,"[0.07142857142857144,0.3333333333333333,0.38461538461538464,0.38461538461538464]","[7.723406663764467e-17,0.9999999999999999,7.723406663764467e-17,7.723406664297555e-17]",1
231,TAMARA L.,0.006944444444444438,0.9166666666666666,0.8461538461538461,0.07692307692307693,"[0.006944444444444438,0.9166666666666666,0.8461538461538461,0.07692307692307693]","[2.4235507256883685e-19,8.845089371920771e-07,2.4235507256883685e-19,0.9999991154910628]",3
232,tasa,0.0625,1.0,0.5714285714285714,0.2857142857142857,"[0.0625,1.0,0.5714285714285714,0.2857142857142857]","[4.7181596757852857e-14,0.9999999999283119,3.3569386510173786e-17,7.164096254549547e-11]",1
233,Tatjana,0.08333333333333333,0.6666666666666666,0.5,0.5,"[0.08333333333333333,0.6666666666666666,0.5,0.5]","[1.0130601277665371e-17,0.9999999999642485,1.0130573428018229e-17,3.575153185964002e-11]",1
234,tibor,0.04166666666666666,1.0,0.16666666666666666,0.3333333333333333,"[0.04166666666666666,1.0,0.16666666666666666,0.3333333333333333]","[0.997668766808539,0.002331233159377444,1.7477797704678037e-17,3.208351447545014e-11]",0
235,Tina Kiler,0.0972222222222222,1.0,0.4615384615384616,0.5384615384615384,"[0.0972222222222222,1.0,0.4615384615384616,0.5384615384615384]","[3.345578023639168e-06,0.9999966544090244,1.293138076045636e-17,1.295214903182155e-11]",1
236,Tja��a,0.027777777777777773,1.0,0.6666666666666666,0.0,"[0.027777777777777773,1.0,0.6666666666666666,0.0]","[1.918154787818783e-23,3.549101274399557e-09,0.9999999964508987,1.921945158460671e-23]",2
237,Tojo,0.25,1.0,0.25,0.75,"[0.25,1.0,0.25,0.75]","[0.9859003009123599,0.014099699087640187,1.4451969082891447e-17,1.4451969082891447e-17]",0
238,tomaz1961,0.027777777777777773,0.8181818181818182,0.6666666666666666,0.16666666666666666,"[0.027777777777777773,0.8181818181818182,0.6666666666666666,0.16666666666666666]","[2.2207609404587883e-17,0.1339103514750398,2.2207609404404374e-17,0.8660896485249602]",3
239,tomba,0.06666666666666668,0.875,0.5555555555555556,0.4444444444444444,"[0.06666666666666668,0.875,0.5555555555555556,0.4444444444444444]","[2.7796714888923642e-14,0.6918743998832453,8.56651558690643e-18,0.30812560011672696]",1
240,Tome,0.033333333333333326,0.8333333333333334,0.7142857142857143,0.2857142857142857,"[0.033333333333333326,0.8333333333333334,0.7142857142857143,0.2857142857142857]","[1.073176395901037e-18,0.004071286453271293,1.0731763959009906e-18,0.9959287135467287]",3
241,Tomica,0.0,1.0,1.0,0.0,"[0.0,1.0,1.0,0.0]","[5.732967292717954e-23,2.7016070095039547e-15,0.9999971574452555,2.842554741830368e-06]",2
242,Tomislav Cipcic,0.027777777777777773,1.0,0.25,0.25,"[0.027777777777777773,1.0,0.25,0.25]","[0.9552375551586284,0.04476244480414357,1.704781577062706e-17,3.722803070276097e-11]",0
243,TonCa,0.0972222222222222,1.0,0.3076923076923077,0.23076923076923078,"[0.0972222222222222,1.0,0.3076923076923077,0.23076923076923078]","[0.03720381662510965,0.9627961833748904,1.1282355420368664e-17,1.1282355420368664e-17]",1
244,toni88,0.16666666666666666,1.0,0.25,0.5,"[0.16666666666666666,1.0,0.25,0.5]","[0.6866008496751652,0.31339915032483484,7.08208886185693e-18,7.08208886185693e-18]",0
245,Tpk,0.013888888888888895,0.8333333333333334,0.7142857142857143,0.14285714285714285,"[0.013888888888888895,0.8333333333333334,0.7142857142857143,0.14285714285714285]","[7.518423106658715e-19,0.001533907844125534,7.518423106658711e-19,0.9984660921558745]",3
246,Trojan,0.0,1.0,0.8888888888888888,0.0,"[0.0,1.0,0.8888888888888888,0.0]","[3.4579425613011474e-23,2.64472420687439e-12,0.9999918375081901,8.162489165189558e-06]",2
247,Urle,0.2777777777777777,1.0,0.07692307692307693,0.15384615384615385,"[0.2777777777777777,1.0,0.07692307692307693,0.15384615384615385]","[0.9999999917458929,8.254107119777212e-09,2.9560398255222134e-17,2.9560398255222134e-17]",0
248,Urosv,0.027777777777777773,1.0,0.75,0.16666666666666666,"[0.027777777777777773,1.0,0.75,0.16666666666666666]","[3.693794108116423e-18,0.0008006763329426089,3.693794108116412e-18,0.9991993236670574]",3
249,vanja123,0.05555555555555556,0.5,0.6,0.4,"[0.05555555555555556,0.5,0.6,0.4]","[5.717996117210501e-17,0.9999999999808526,5.717996117210501e-17,1.9147409195950347e-11]",1
