,users,catchingUpRatio,order,freq,ordinary-late,features,probability,prediction
156,marko maticic,0.25,0.6666666666666666,0.5,ordinary,"[0.25,0.6666666666666666,0.5]","[0.009703389573698228,0.9902966104263016,1.9389781155854537e-16]",1
157,Ma��a,0.0,1.0,0.8,ordinary,"[0.0,1.0,0.8]","[2.5699323384495993e-08,1.3584410667846008e-09,0.9999999729422355]",2
158,masa sarusic,0.25,0.9090909090909092,0.75,ordinary,"[0.25,0.9090909090909092,0.75]","[0.9486599629216241,0.05134003707837571,1.5968290838895836e-16]",0
159,Mate Vitaljic,0.2,0.7777777777777778,0.8,ordinary,"[0.2,0.7777777777777778,0.8]","[0.9623854286648379,0.037614571335162,2.084104456510575e-16]",0
160,Matija Osterc,0.6923076923076923,0.9166666666666666,0.2307692307692308,ordinary,"[0.6923076923076923,0.9166666666666666,0.2307692307692308]","[2.490254747464747e-08,0.9999999750974516,7.915783962457449e-16]",1
161,Matija Turkalj,0.0,0.9,0.0,ordinary,"[0.0,0.9,0.0]","[0.9967464713506567,0.003253528649343076,1.3304526798526325e-16]",0
162,Matjazzavrl,0.125,0.8571428571428571,0.375,ordinary,"[0.125,0.8571428571428571,0.375]","[0.9303659777534149,0.06963402224658516,3.243134275624904e-17]",0
163,Mauro,0.0,0.75,0.0,ordinary,"[0.0,0.75,0.0]","[0.9506822781558062,0.04931772184419343,4.2648458954558584e-16]",0
164,MedoPiki,0.0,1.0,0.0,ordinary,"[0.0,1.0,0.0]","[2.296197257072974e-07,2.4362701604550107e-09,0.9999997679440042]",2
165,melina lako��,0.0,1.0,0.0,ordinary,"[0.0,1.0,0.0]","[2.296197257072974e-07,2.4362701604550107e-09,0.9999997679440042]",2
166,mihaelas,0.4444444444444444,1.0,0.1111111111111111,ordinary,"[0.4444444444444444,1.0,0.1111111111111111]","[4.5546069635280235e-11,2.178345792196208e-08,0.999999978170996]",2
167,Miho,0.18181818181818182,0.8,0.3636363636363637,ordinary,"[0.18181818181818182,0.8,0.3636363636363637]","[0.7339451895765087,0.26605481042349133,6.661769923063453e-17]",0
168,Milan Kura��,0.0,0.9166666666666666,0.07692307692307693,ordinary,"[0.0,0.9166666666666666,0.07692307692307693]","[0.9926406907252849,0.007359309274715019,1.2230121583325522e-16]",0
169,Mirela,0.07692307692307693,0.8333333333333334,0.2307692307692308,ordinary,"[0.07692307692307693,0.8333333333333334,0.2307692307692308]","[0.9542347706919633,0.045765229308036705,4.1106223339643696e-17]",0
170,Mirjana Pu��karski,0.0,1.0,0.875,ordinary,"[0.0,1.0,0.875]","[2.0523646149624637e-08,5.537682133227207e-10,0.9999999789225856]",2
171,Mirkomatic,0.3076923076923077,0.9166666666666666,0.2307692307692308,ordinary,"[0.3076923076923077,0.9166666666666666,0.2307692307692308]","[0.33492362661734054,0.6650763733826591,3.913307331573055e-16]",1
172,miroc,0.8333333333333334,0.8,0.16666666666666666,ordinary,"[0.8333333333333334,0.8,0.16666666666666666]","[4.944784954012086e-13,0.9999999999995035,1.974695848838605e-15]",1
173,Mi��o,0.0,1.0,0.75,ordinary,"[0.0,1.0,0.75]","[2.9800486501812237e-08,2.280336087405256e-09,0.9999999679191774]",2
174,MojcaDamijan,0.3076923076923077,1.0,0.6153846153846154,ordinary,"[0.3076923076923077,1.0,0.6153846153846154]","[1.0663408882880828e-08,3.155544056030335e-08,0.9999999577811506]",2
175,Nata��a,0.0,1.0,0.7142857142857143,ordinary,"[0.0,1.0,0.7142857142857143]","[3.3094550480069715e-08,3.1740486107573426e-09,0.9999999637314009]",2
176,Nejc Kodric,0.6153846153846154,1.0,0.15384615384615385,ordinary,"[0.6153846153846154,1.0,0.15384615384615385]","[2.848019911959783e-14,4.826756044790343e-08,0.999999951732411]",2
177,Nejc Likar,0.0,1.0,0.25,ordinary,"[0.0,1.0,0.25]","[1.2067284990686293e-07,1.1862033506012585e-08,0.9999998674651166]",2
178,nenad,0.0,1.0,0.8571428571428571,ordinary,"[0.0,1.0,0.8571428571428571]","[2.1659120427713116e-08,6.947149605112556e-10,0.9999999776461646]",2
179,NenadS,0.5,1.0,0.25,ordinary,"[0.5,1.0,0.25]","[1.0424908536365656e-11,6.588100120463662e-08,0.9999999341085739]",2
180,Neven,0.23076923076923078,0.9166666666666666,0.6923076923076923,ordinary,"[0.23076923076923078,0.9166666666666666,0.6923076923076923]","[0.9304925522376462,0.06950744776235368,1.2281495226131536e-16]",0
181,Niko Vukusic,0.25,1.0,0.75,ordinary,"[0.25,1.0,0.75]","[2.994191710753762e-08,9.316812394061523e-09,0.9999999607412705]",2
182,niko.mihovilovic,0.08333333333333333,0.9090909090909092,0.4166666666666667,ordinary,"[0.08333333333333333,0.9090909090909092,0.4166666666666667]","[0.9526247659771543,0.047375234022845686,4.1791775063294937e-17]",0
183,Nikola Bar��ic,0.0,0.0,0.0,ordinary,"(3,[],[])","[2.1751225466094824e-14,0.9999999999999565,2.1751225466094824e-14]",1
184,Nikoleta,0.3,1.0,0.7,ordinary,"[0.3,1.0,0.7]","[1.433587568367794e-08,1.8103692930100385e-08,0.9999999675604313]",2
185,nikonikokaoja,0.0,0.6666666666666666,0.25,ordinary,"[0.0,0.6666666666666666,0.25]","[0.08524954960401793,0.9147504503959817,4.55945569924504e-16]",1
186,Oaky,0.2222222222222222,1.0,0.7777777777777778,ordinary,"[0.2222222222222222,1.0,0.7777777777777778]","[3.9664311704358605e-08,6.201572644952997e-09,0.9999999541341157]",2
187,Ojiga,0.25,1.0,0.75,ordinary,"[0.25,1.0,0.75]","[2.994191710753762e-08,9.316812394061523e-09,0.9999999607412705]",2
188,Pavle,0.15384615384615385,1.0,0.8461538461538461,ordinary,"[0.15384615384615385,1.0,0.8461538461538461]","[5.368790782725415e-08,2.0286747316359295e-09,0.9999999442834174]",2
189,pedro,0.8,1.0,0.2,ordinary,"[0.8,1.0,0.2]","[7.65384603038166e-19,1.1068777187013632e-07,0.9999998893122282]",2
190,peri,0.0,0.75,0.7692307692307693,ordinary,"[0.0,0.75,0.7692307692307693]","[0.9489345751078718,0.05106542489212766,4.854726014271747e-16]",0
191,Pero,0.1111111111111111,1.0,0.1111111111111111,ordinary,"[0.1111111111111111,1.0,0.1111111111111111]","[1.0824553829010381e-07,8.48989392229915e-09,0.9999998832645677]",2
192,Petar,0.16666666666666666,1.0,0.4166666666666667,ordinary,"[0.16666666666666666,1.0,0.4166666666666667]","[5.7650415448381027e-08,2.874086070135325e-08,0.9999999136087239]",2
193,PeterKogej,0.2727272727272727,0.8,0.18181818181818185,ordinary,"[0.2727272727272727,0.8,0.18181818181818185]","[0.32364728843076895,0.6763527115692307,2.7153286137921677e-16]",1
194,PetraP,0.4,1.0,0.6,ordinary,"[0.4,1.0,0.6]","[1.3516041199358475e-09,5.25163014678326e-08,0.9999999461320944]",2
195,Pina,0.07692307692307693,1.0,0.9230769230769232,ordinary,"[0.07692307692307693,1.0,0.9230769230769232]","[3.8928816353371735e-08,4.742043375966076e-10,0.9999999605969793]",2
196,Pino,0.1111111111111111,1.0,0.2222222222222222,ordinary,"[0.1111111111111111,1.0,0.2222222222222222]","[9.880796740601617e-08,1.6018645786185378e-08,0.9999998851733868]",2
197,Pirko,0.16666666666666666,1.0,0.16666666666666666,ordinary,"[0.16666666666666666,1.0,0.16666666666666666]","[5.775128899570034e-08,1.4523463101192211e-08,0.9999999277252478]",2
198,Pjerino,0.0,1.0,1.0,ordinary,"[0.0,1.0,1.0]","[1.400350563429571e-08,9.003365497838539e-11,0.9999999859064607]",2
199,Pjero,0.1111111111111111,1.0,0.5555555555555556,ordinary,"[0.1111111111111111,1.0,0.5555555555555556]","[7.190233984862278e-08,1.6058738070871095e-08,0.9999999120389221]",2
200,Plavac_mali,0.3333333333333333,1.0,0.6666666666666666,ordinary,"[0.3333333333333333,1.0,0.6666666666666666]","[7.4427086453961e-09,2.6847369771472116e-08,0.9999999657099217]",2
201,plombar,0.46153846153846156,0.75,0.5384615384615384,ordinary,"[0.46153846153846156,0.75,0.5384615384615384]","[0.0010884014935852043,0.9989115985064145,2.4052769381262684e-16]",1
202,Pokmon,0.4166666666666667,1.0,0.5833333333333334,ordinary,"[0.4166666666666667,1.0,0.5833333333333334]","[8.12645218680389e-10,6.060980780816058e-08,0.9999999385775469]",2
203,Pokret Otoka,0.42857142857142855,1.0,0.5714285714285714,ordinary,"[0.42857142857142855,1.0,0.5714285714285714]","[5.537718324983185e-10,6.674374395502048e-08,0.9999999327024842]",2
204,Polona,0.0,0.9166666666666666,0.4615384615384616,ordinary,"[0.0,0.9166666666666666,0.4615384615384616]","[0.9597494642114217,0.04025053578857826,7.492159714900886e-17]",0
205,Primosius,0.0,1.0,0.0,ordinary,"[0.0,1.0,0.0]","[2.296197257072974e-07,2.4362701604550107e-09,0.9999997679440042]",2
206,RadoL,0.25,1.0,0.5,ordinary,"[0.25,1.0,0.5]","[2.2589897190366796e-08,3.675775677939604e-08,0.9999999406523461]",2
207,Ramo,0.15384615384615385,0.8333333333333334,0.8461538461538461,ordinary,"[0.15384615384615385,0.8333333333333334,0.8461538461538461]","[0.9942345281847426,0.005765471815257336,8.8068035446895e-17]",0
208,Rebeka,0.0,1.0,0.0,ordinary,"[0.0,1.0,0.0]","[2.296197257072974e-07,2.4362701604550107e-09,0.9999997679440042]",2
209,RobiF,0.0,1.0,0.75,ordinary,"[0.0,1.0,0.75]","[2.9800486501812237e-08,2.280336087405256e-09,0.9999999679191774]",2
210,rocco337,0.7777777777777778,1.0,0.2222222222222222,ordinary,"[0.7777777777777778,1.0,0.2222222222222222]","[4.105946296104201e-18,1.2307715673239368e-07,0.9999998769228432]",2
211,Rok321,0.25,1.0,0.75,ordinary,"[0.25,1.0,0.75]","[2.994191710753762e-08,9.316812394061523e-09,0.9999999607412705]",2
212,Roki,0.07692307692307693,0.9166666666666666,0.2307692307692308,ordinary,"[0.07692307692307693,0.9166666666666666,0.2307692307692308]","[0.9678136734027584,0.03218632659724155,6.140903697765538e-17]",0
213,rokian,0.0,1.0,0.5,ordinary,"[0.0,1.0,0.5]","[6.109621229066156e-08,1.1603355944814203e-08,0.9999999273004316]",2
214,Romana,0.3333333333333333,0.75,0.3333333333333333,ordinary,"[0.3333333333333333,0.75,0.3333333333333333]","[0.021716853406332087,0.9782831465936678,1.3879559442929785e-16]",1
215,ruzica kovacevic,0.3333333333333333,1.0,0.5,ordinary,"[0.3333333333333333,1.0,0.5]","[4.9189841467244185e-09,5.3001454778078005e-08,0.9999999420795611]",2
216,Sailman,0.3333333333333333,1.0,0.6666666666666666,ordinary,"[0.3333333333333333,1.0,0.6666666666666666]","[7.4427086453961e-09,2.6847369771472116e-08,0.9999999657099217]",2
217,Salieri,0.0,1.0,0.0,ordinary,"[0.0,1.0,0.0]","[2.296197257072974e-07,2.4362701604550107e-09,0.9999997679440042]",2
218,Sandi,0.16666666666666666,1.0,0.6666666666666666,ordinary,"[0.16666666666666666,1.0,0.6666666666666666]","[5.5443108787732154e-08,1.1426682327645523e-08,0.999999933130209]",2
219,sawyer,0.46153846153846156,1.0,0.2307692307692308,ordinary,"[0.46153846153846156,1.0,0.2307692307692308]","[4.188872007844428e-11,5.281513405917081e-08,0.9999999471429771]",2
220,shrike,0.16666666666666666,1.0,0.8333333333333334,ordinary,"[0.16666666666666666,1.0,0.8333333333333334]","[5.2911095046169903e-08,2.5330265050738932e-09,0.9999999445558785]",2
221,Silvestar Tokic,0.6153846153846154,1.0,0.38461538461538464,ordinary,"[0.6153846153846154,1.0,0.38461538461538464]","[1.494500239616178e-13,1.5779931253083922e-07,0.999999842200538]",2
222,��imun Zamberlin,0.0,0.9166666666666666,0.8461538461538461,ordinary,"[0.0,0.9166666666666666,0.8461538461538461]","[0.994228671374454,0.00577132862554555,3.2263558124927357e-16]",0
223,��katja,0.0,0.8333333333333334,0.2857142857142857,ordinary,"[0.0,0.8333333333333334,0.2857142857142857]","[0.9607469944370333,0.039253005562966736,4.6319244524381506e-17]",0
224,slipke,0.0,1.0,0.0,ordinary,"[0.0,1.0,0.0]","[2.296197257072974e-07,2.4362701604550107e-09,0.9999997679440042]",2
225,splicho,0.75,1.0,0.25,ordinary,"[0.75,1.0,0.25]","[3.088655435810718e-17,1.371435527078667e-07,0.9999998628564473]",2
226,staneb,0.25,1.0,0.75,ordinary,"[0.25,1.0,0.75]","[2.994191710753762e-08,9.316812394061523e-09,0.9999999607412705]",2
227,Stanojevic,0.0,1.0,0.0,ordinary,"[0.0,1.0,0.0]","[2.296197257072974e-07,2.4362701604550107e-09,0.9999997679440042]",2
228,stipica,0.38461538461538464,0.3333333333333333,0.38461538461538464,ordinary,"[0.38461538461538464,0.3333333333333333,0.38461538461538464]","[5.239006143908898e-16,0.999999999999999,5.209518888831538e-16]",1
229,TAMARA L.,0.07692307692307693,0.9166666666666666,0.8461538461538461,ordinary,"[0.07692307692307693,0.9166666666666666,0.8461538461538461]","[0.9952789287794932,0.004721071220506656,1.4825176745711826e-16]",0
230,tasa,0.2857142857142857,1.0,0.5714285714285714,ordinary,"[0.2857142857142857,1.0,0.5714285714285714]","[1.4329556847814468e-08,3.461617351540246e-08,0.9999999510542696]",2
231,Tatjana,0.5,0.6666666666666666,0.5,ordinary,"[0.5,0.6666666666666666,0.5]","[4.616334902613138e-06,0.9999953836650971,2.243364763238415e-16]",1
232,tibor,0.3333333333333333,1.0,0.16666666666666666,ordinary,"[0.3333333333333333,1.0,0.16666666666666666]","[2.0444197975648334e-09,2.4306044932326647e-08,0.9999999736495353]",2
233,Tina Kiler,0.5384615384615384,1.0,0.4615384615384616,ordinary,"[0.5384615384615384,1.0,0.4615384615384616]","[7.2688485609794175e-12,1.2845194944739713e-07,0.9999998715407817]",2
234,Tja��a,0.0,1.0,0.6666666666666666,ordinary,"[0.0,1.0,0.6666666666666666]","[3.801484131261021e-08,4.6878378511871414e-09,0.9999999572973208]",2
235,Tojo,0.75,1.0,0.25,ordinary,"[0.75,1.0,0.25]","[3.088655435810718e-17,1.371435527078667e-07,0.9999998628564473]",2
236,tomaz1961,0.16666666666666666,0.8181818181818182,0.6666666666666666,ordinary,"[0.16666666666666666,0.8181818181818182,0.6666666666666666]","[0.9515911914398762,0.04840880856012369,5.786309972991534e-17]",0
237,tomba,0.4444444444444444,0.875,0.5555555555555556,ordinary,"[0.4444444444444444,0.875,0.5555555555555556]","[0.02073915220844787,0.9792608477915518,3.216875700912351e-16]",1
238,Tome,0.2857142857142857,0.8333333333333334,0.7142857142857143,ordinary,"[0.2857142857142857,0.8333333333333334,0.7142857142857143]","[0.8576806426349051,0.14231935736509477,2.0259918175711514e-16]",0
239,Tomica,0.0,1.0,1.0,ordinary,"[0.0,1.0,1.0]","[1.400350563429571e-08,9.003365497838539e-11,0.9999999859064607]",2
240,Tomislav Cipcic,0.25,1.0,0.25,ordinary,"[0.25,1.0,0.25]","[1.641924860080161e-08,2.9135431135507485e-08,0.9999999544453203]",2
241,TonCa,0.23076923076923078,1.0,0.3076923076923077,ordinary,"[0.23076923076923078,1.0,0.3076923076923077]","[2.457269703691332e-08,3.302712458531694e-08,0.9999999424001784]",2
242,toni88,0.5,1.0,0.25,ordinary,"[0.5,1.0,0.25]","[1.0424908536365656e-11,6.588100120463662e-08,0.9999999341085739]",2
243,Tpk,0.14285714285714285,0.8333333333333334,0.7142857142857143,ordinary,"[0.14285714285714285,0.8333333333333334,0.7142857142857143]","[0.9781643896150864,0.021835610384913433,5.211593792730034e-17]",0
244,Trojan,0.0,1.0,0.8888888888888888,ordinary,"[0.0,1.0,0.8888888888888888]","[1.9679227580729455e-08,4.616097236414632e-10,0.9999999798591628]",2
245,Urle,0.15384615384615385,1.0,0.07692307692307693,ordinary,"[0.15384615384615385,1.0,0.07692307692307693]","[6.832493247245856e-08,7.4099568233073e-09,0.9999999242651108]",2
246,Urosv,0.16666666666666666,1.0,0.75,ordinary,"[0.16666666666666666,1.0,0.75]","[5.427463607973257e-08,5.881697417336631e-09,0.9999999398436665]",2
247,vanja123,0.4,0.5,0.6,ordinary,"[0.4,0.5,0.6]","[2.840230567394802e-09,0.9999999971597687,7.778634412005689e-16]",1
248,Vedran,0.09090909090909091,1.0,0.5454545454545454,ordinary,"[0.09090909090909091,1.0,0.5454545454545454]","[7.444100837420764e-08,1.5188547430321112e-08,0.9999999103704442]",2
249,Vedran_499,0.14285714285714285,0.5,0.42857142857142855,ordinary,"[0.14285714285714285,0.5,0.42857142857142855]","[1.8833565028052342e-07,0.9999998116643495,2.249984876580556e-16]",1
250,vedrana,0.25,0.3333333333333333,0.5,ordinary,"[0.25,0.3333333333333333,0.5]","[1.1546177636872075e-15,0.999999999999998,8.197227875621123e-16]",1
251,vibord,0.23076923076923078,0.9166666666666666,0.15384615384615385,ordinary,"[0.23076923076923078,0.9166666666666666,0.15384615384615385]","[0.8116564985723594,0.18834350142764017,2.795739454345109e-16]",0
252,vid,0.36363636363636365,0.9,0.2727272727272727,ordinary,"[0.36363636363636365,0.9,0.2727272727272727]","[0.08895974033077664,0.9110402596692231,3.2266375962419136e-16]",1
253,Vido,0.5,0.6666666666666666,0.5,ordinary,"[0.5,0.6666666666666666,0.5]","[4.616334902613138e-06,0.9999953836650971,2.243364763238415e-16]",1
254,Vido Repan��ek,0.0,1.0,0.75,ordinary,"[0.0,1.0,0.75]","[2.9800486501812237e-08,2.280336087405256e-09,0.9999999679191774]",2
255,Viktor Vic,0.09090909090909091,0.8,0.6363636363636364,ordinary,"[0.09090909090909091,0.8,0.6363636363636364]","[0.9536760274847934,0.046323972515206584,5.710518578111436e-17]",0
256,vini,0.0,0.7777777777777778,0.1,ordinary,"[0.0,0.7777777777777778,0.1]","[0.9530896490420339,0.046910350957965946,1.4443378176826586e-16]",0
257,Vlado,0.0,0.9,0.8181818181818182,ordinary,"[0.0,0.9,0.8181818181818182]","[0.9935461942693423,0.006453805730657402,2.1333353060501006e-16]",0
258,Vlajko,0.0,1.0,0.15384615384615385,ordinary,"[0.0,1.0,0.15384615384615385]","[1.552342725314848e-07,7.802753197403167e-09,0.9999998369629743]",2
259,Vlasta Svetina,0.0,0.0,0.0,ordinary,"(3,[],[])","[2.1751225466094824e-14,0.9999999999999565,2.1751225466094824e-14]",1
260,wavemaker,0.4166666666666667,1.0,0.4166666666666667,ordinary,"[0.4166666666666667,1.0,0.4166666666666667]","[4.2654728727362874e-10,7.915562289715892e-08,0.9999999204178299]",2
261,x,0.0,1.0,0.0,ordinary,"[0.0,1.0,0.0]","[2.296197257072974e-07,2.4362701604550107e-09,0.9999997679440042]",2
262,��anetic,0.0,1.0,0.07692307692307693,ordinary,"[0.0,1.0,0.07692307692307693]","[1.891320202110551e-07,4.704150187160369e-09,0.9999998061638297]",2
263,Zdenko,0.4,0.5,0.2,ordinary,"[0.4,0.5,0.2]","[1.4407633432725204e-10,0.9999999998559234,2.1348319460175458e-16]",1
264,Zdenko ��krlj,0.0,0.5,0.38461538461538464,ordinary,"[0.0,0.5,0.38461538461538464]","[4.075519030078198e-07,0.9999995924480967,3.4841778231568004e-16]",1
265,Zdravko,0.15384615384615385,1.0,0.3076923076923077,ordinary,"[0.15384615384615385,1.0,0.3076923076923077]","[6.595810836149202e-08,2.4769634083925456e-08,0.9999999092722576]",2
266,��ivko Joncic,0.0,1.0,0.07692307692307693,ordinary,"[0.0,1.0,0.07692307692307693]","[1.891320202110551e-07,4.704150187160369e-09,0.9999998061638297]",2
267,zvjezdana,0.4,1.0,0.4,ordinary,"[0.4,1.0,0.4]","[6.577849756525682e-10,7.3335502071105e-08,0.999999926006713]",2
268,Zvonimir Matic,0.75,0.0,0.25,ordinary,"[0.75,0.0,0.25]","[5.928924266371729e-13,0.9999999999988142,5.928924266371729e-13]",1
