,users,catchingUpRatio,order,freq,ordinary-late,features,probability,prediction
136,Pina,0.07692307692307693,1.0,0.9230769230769232,ordinary,"[0.07692307692307693,1.0,0.9230769230769232]","[8.635240565461342e-11,5.692533532364007e-07,0.9999994177787932,1.2881501125786435e-08]",2
137,Pino,0.1111111111111111,1.0,0.2222222222222222,ordinary,"[0.1111111111111111,1.0,0.2222222222222222]","[0.036729353978081365,0.9632706180450585,3.2050064187224036e-17,2.7976860164174604e-08]",1
138,Pirko,0.16666666666666666,1.0,0.16666666666666666,ordinary,"[0.16666666666666666,1.0,0.16666666666666666]","[0.049363093580075984,0.9506368936107522,2.949673792769626e-17,1.280917188515006e-08]",1
139,Pjero,0.1111111111111111,1.0,0.5555555555555556,ordinary,"[0.1111111111111111,1.0,0.5555555555555556]","[0.014906838604785446,0.9775528778153474,3.010743395152274e-17,0.007540283579867253]",1
140,Plavac_mali,0.3333333333333333,1.0,0.6666666666666666,ordinary,"[0.3333333333333333,1.0,0.6666666666666666]","[4.939336244274493e-08,4.862621410788376e-07,0.9999993414162186,1.229282778905994e-07]",2
141,plombar,0.46153846153846156,0.75,0.5384615384615384,ordinary,"[0.46153846153846156,0.75,0.5384615384615384]","[0.582541030602234,1.3386571292187613e-06,9.242642425088077e-17,0.41745763074063674]",0
142,Pokmon,0.4166666666666667,1.0,0.5833333333333334,ordinary,"[0.4166666666666667,1.0,0.5833333333333334]","[1.6682970603783737e-07,4.121529339453766e-08,0.9999996053350761,1.8661992442162322e-07]",2
143,Pokret Otoka,0.42857142857142855,1.0,0.5714285714285714,ordinary,"[0.42857142857142855,1.0,0.5714285714285714]","[1.9189754099181543e-07,2.6297292307609902e-08,0.9999995862051573,1.956000095013919e-07]",2
144,RadoL,0.25,1.0,0.5,ordinary,"[0.25,1.0,0.5]","[0.07912488816664552,0.8928416764976175,2.7163756125536095e-17,0.02803343533573696]",1
145,Ramo,0.15384615384615385,0.8333333333333334,0.8461538461538461,ordinary,"[0.15384615384615385,0.8333333333333334,0.8461538461538461]","[0.010186373876940914,0.9402271079292416,2.2015365258742168e-16,0.04958651819381724]",1
146,rocco337,0.7777777777777778,1.0,0.2222222222222222,ordinary,"[0.7777777777777778,1.0,0.2222222222222222]","[2.6875010458901213e-07,1.049237558843733e-18,0.9999995409328507,1.9031704466553139e-07]",2
147,Rok321,0.25,1.0,0.75,ordinary,"[0.25,1.0,0.75]","[9.655096661284596e-09,1.7530663461010696e-06,0.9999981679211761,6.935738120320026e-08]",2
148,Roki,0.07692307692307693,0.9166666666666666,0.2307692307692308,ordinary,"[0.07692307692307693,0.9166666666666666,0.2307692307692308]","[0.10335624068438738,0.8966437256243036,6.58449092475494e-17,3.369130894719945e-08]",1
149,Romana,0.3333333333333333,0.75,0.3333333333333333,ordinary,"[0.3333333333333333,0.75,0.3333333333333333]","[0.97780392829392,3.280896519374099e-05,4.4556783992120896e-17,0.022163262740886206]",0
150,ruzica kovacevic,0.3333333333333333,1.0,0.5,ordinary,"[0.3333333333333333,1.0,0.5]","[0.31348072574721864,0.5124906444234226,7.495340706979639e-17,0.17402862982935877]",1
151,Sailman,0.3333333333333333,1.0,0.6666666666666666,ordinary,"[0.3333333333333333,1.0,0.6666666666666666]","[4.939336244274493e-08,4.862621410788376e-07,0.9999993414162186,1.229282778905994e-07]",2
152,Sandi,0.16666666666666666,1.0,0.6666666666666666,ordinary,"[0.16666666666666666,1.0,0.6666666666666666]","[0.006237195167030005,0.9548493391410919,3.1383953473341514e-17,0.0389134656918781]",1
153,sawyer,0.46153846153846156,1.0,0.2307692307692308,ordinary,"[0.46153846153846156,1.0,0.2307692307692308]","[0.9873231037626001,0.003493417579577104,8.009136398657521e-17,0.009183478657822637]",0
154,shrike,0.16666666666666666,1.0,0.8333333333333334,ordinary,"[0.16666666666666666,1.0,0.8333333333333334]","[1.2460582190471476e-09,1.9312696964001246e-06,0.999998033965981,3.351826443592322e-08]",2
155,Silvestar Tokic,0.6153846153846154,1.0,0.38461538461538464,ordinary,"[0.6153846153846154,1.0,0.38461538461538464]","[5.690671347337407e-07,9.580394846168809e-13,0.9999991605949359,2.703369714736621e-07]",2
156,splicho,0.75,1.0,0.25,ordinary,"[0.75,1.0,0.25]","[3.4168369251969815e-07,1.5100040905912154e-17,0.9999994476198247,2.106964826783758e-07]",2
157,staneb,0.25,1.0,0.75,ordinary,"[0.25,1.0,0.75]","[9.655096661284596e-09,1.7530663461010696e-06,0.9999981679211761,6.935738120320026e-08]",2
158,stipica,0.38461538461538464,0.3333333333333333,0.38461538461538464,ordinary,"[0.38461538461538464,0.3333333333333333,0.38461538461538464]","[0.07304663993164252,7.052084146741096e-16,7.052084146741096e-16,0.926953360068356]",3
159,TAMARA L.,0.07692307692307693,0.9166666666666666,0.8461538461538461,ordinary,"[0.07692307692307693,0.9166666666666666,0.8461538461538461]","[0.0008544658670185953,0.972257046513085,9.129344756382225e-17,0.02688848761989628]",1
160,tasa,0.2857142857142857,1.0,0.5714285714285714,ordinary,"[0.2857142857142857,1.0,0.5714285714285714]","[0.07880326883973128,0.8107154103048876,4.8355286245711447e-17,0.11048132085538112]",1
161,Tatjana,0.5,0.6666666666666666,0.5,ordinary,"[0.5,0.6666666666666666,0.5]","[0.44656565999324555,6.404841694718185e-11,1.0639794036900377e-16,0.5534343399427059]",3
162,tibor,0.3333333333333333,1.0,0.16666666666666666,ordinary,"[0.3333333333333333,1.0,0.16666666666666666]","[0.6599994321431735,0.33996728200378595,9.231535184317624e-17,3.328585304070869e-05]",0
163,Tina Kiler,0.5384615384615384,1.0,0.4615384615384616,ordinary,"[0.5384615384615384,1.0,0.4615384615384616]","[4.682852608687147e-07,1.3255071352953486e-10,0.9999992715849235,2.599972649016072e-07]",2
164,Tojo,0.75,1.0,0.25,ordinary,"[0.75,1.0,0.25]","[3.4168369251969815e-07,1.5100040905912154e-17,0.9999994476198247,2.106964826783758e-07]",2
165,tomaz1961,0.16666666666666666,0.8181818181818182,0.6666666666666666,ordinary,"[0.16666666666666666,0.8181818181818182,0.6666666666666666]","[0.21338910057823002,0.46773149596757724,1.4510894148532073e-16,0.31887940345419263]",1
166,tomba,0.4444444444444444,0.875,0.5555555555555556,ordinary,"[0.4444444444444444,0.875,0.5555555555555556]","[0.6074592369570562,0.003916627011048095,1.1567411315968334e-16,0.38862413603189566]",0
167,Tome,0.2857142857142857,0.8333333333333334,0.7142857142857143,ordinary,"[0.2857142857142857,0.8333333333333334,0.7142857142857143]","[0.25023387681872844,0.42496063859716365,2.726404635541371e-16,0.32480548458410763]",1
168,Tomislav Cipcic,0.25,1.0,0.25,ordinary,"[0.25,1.0,0.25]","[0.18663221961694654,0.8133389754605107,3.076152398617271e-17,2.8804922542759247e-05]",1
169,TonCa,0.23076923076923078,1.0,0.3076923076923077,ordinary,"[0.23076923076923078,1.0,0.3076923076923077]","[0.13046926057132183,0.8694098364400226,2.286732687047086e-17,0.00012090298865562396]",1
170,toni88,0.5,1.0,0.25,ordinary,"[0.5,1.0,0.25]","[0.9708342249642796,0.0005572223728408851,8.174132138627955e-17,0.02860855266287927]",0
171,Tpk,0.14285714285714285,0.8333333333333334,0.7142857142857143,ordinary,"[0.14285714285714285,0.8333333333333334,0.7142857142857143]","[0.0701710168579478,0.7293510626542632,1.2681336990686473e-16,0.20047792048778884]",1
172,Urle,0.15384615384615385,1.0,0.07692307692307693,ordinary,"[0.15384615384615385,1.0,0.07692307692307693]","[0.028945305194041097,0.9710546947777468,4.8909893524383356e-17,2.8212156985595742e-11]",1
173,Urosv,0.16666666666666666,1.0,0.75,ordinary,"[0.16666666666666666,1.0,0.75]","[0.002183677721204259,0.9610270198787021,4.948348160712443e-17,0.03678930240009355]",1
174,vanja123,0.4,0.5,0.6,ordinary,"[0.4,0.5,0.6]","[0.3168436589056684,3.548238011406593e-16,3.3621651367319873e-16,0.683156341094331]",3
175,Vedran,0.09090909090909091,1.0,0.5454545454545454,ordinary,"[0.09090909090909091,1.0,0.5454545454545454]","[0.016097564925121828,0.97876035249528,3.753849934646503e-17,0.005142082579598043]",1
176,Vedran_499,0.14285714285714285,0.5,0.42857142857142855,ordinary,"[0.14285714285714285,0.5,0.42857142857142855]","[0.9800619168084823,2.151458736727308e-15,3.061755253367177e-16,0.019938083191515167]",0
177,vedrana,0.25,0.3333333333333333,0.5,ordinary,"[0.25,0.3333333333333333,0.5]","[0.24867475698827948,8.857706571499478e-16,8.857706571498932e-16,0.7513252430117188]",3
178,vibord,0.23076923076923078,0.9166666666666666,0.15384615384615385,ordinary,"[0.23076923076923078,0.9166666666666666,0.15384615384615385]","[0.3423198895316499,0.6576796600951623,6.680997988995124e-17,4.503731877882237e-07]",1
179,vid,0.36363636363636365,0.9,0.2727272727272727,ordinary,"[0.36363636363636365,0.9,0.2727272727272727]","[0.962952332140981,0.0322524545831017,4.78983834316622e-17,0.004795213275917288]",0
180,Vido,0.5,0.6666666666666666,0.5,ordinary,"[0.5,0.6666666666666666,0.5]","[0.44656565999324555,6.404841694718185e-11,1.0639794036900377e-16,0.5534343399427059]",3
181,Viktor Vic,0.09090909090909091,0.8,0.6363636363636364,ordinary,"[0.09090909090909091,0.8,0.6363636363636364]","[0.4139296149612015,0.29478314085385937,2.950509879738856e-16,0.29128724418493884]",0
182,wavemaker,0.4166666666666667,1.0,0.4166666666666667,ordinary,"[0.4166666666666667,1.0,0.4166666666666667]","[0.7704757703720949,0.04098579670237173,8.760740490803474e-17,0.1885384329255333]",0
183,Zdenko,0.4,0.5,0.2,ordinary,"[0.4,0.5,0.2]","[0.9339893064553527,1.3393409831530705e-15,1.3390492179107069e-15,0.06601069354464462]",0
184,Zdravko,0.15384615384615385,1.0,0.3076923076923077,ordinary,"[0.15384615384615385,1.0,0.3076923076923077]","[0.050918923113137386,0.9490731475918929,1.9417064999351197e-17,7.929294969767266e-06]",1
185,zvjezdana,0.4,1.0,0.4,ordinary,"[0.4,1.0,0.4]","[0.7986717059167023,0.07193646720785267,8.257077967837681e-17,0.12939182687544493]",0
186,Zvonimir Matic,0.75,0.0,0.25,ordinary,"[0.75,0.0,0.25]","[6.185563319768342e-09,1.0310723945286141e-14,1.0310723945286141e-14,0.9999999938144161]",3
