,user,cat,regularitynbFollowing,regularitynbCatchup,regularitynbIndependant,nbVideos,regularitybehavior,regularityClasses,features,probability,prediction
101,Jaroš,Ordinary - Registered,0.6666666666666666,0.16666666666666666,0.16666666666666666,6.0,Follower,0,"[0.6666666666666666,0.16666666666666666,0.16666666666666666]","[0.8020297634664405,4.96135831520432e-16,0.19797023653355905]",0
102,Jasminka,Ordinary - Registered,0.7142857142857143,0.2857142857142857,0.0,7.0,Follower,0,"[0.7142857142857143,0.2857142857142857,0.0]","[0.8083659725910066,6.132898422692097e-16,0.19163402740899274]",0
103,jelena,Ordinary - Registered,0.9090909090909091,0.09090909090909091,0.0,11.0,Follower,0,"[0.9090909090909091,0.09090909090909091,0.0]","[0.8985421233549751,1.3579641698913519e-15,0.10145787664502359]",0
104,Jelena-Marija,Ordinary - Registered,0.2727272727272727,0.6363636363636364,0.09090909090909091,11.0,Catch-upper,2,"[0.2727272727272727,0.6363636363636364,0.09090909090909091]","[0.4873935988230609,4.329302222506417e-16,0.5126064011769386]",2
105,Jelena Cutura,Ordinary - Registered,0.6,0.2,0.2,5.0,Follower,0,"[0.6,0.2,0.2]","[0.7741941344359373,4.220577026422493e-16,0.22580586556406235]",0
106,jerko,Ordinary - Registered,0.5,0.5,0.0,12.0,Follower,0,"[0.5,0.5,0.0]","[0.6426276043455645,4.454524995303734e-16,0.357372395654435]",0
107,Jerko. Marinkovic,Ordinary - Registered,0.6666666666666666,0.3333333333333333,0.0,12.0,Follower,0,"[0.6666666666666666,0.3333333333333333,0.0]","[0.7778672262010862,5.444938315668724e-16,0.2221327737989133]",0
108,Josip Rabanasic,Ordinary - Registered,0.42857142857142855,0.42857142857142855,0.14285714285714285,7.0,Mixed - No predominent behavior,3,"[0.42857142857142855,0.42857142857142855,0.14285714285714285]","[0.6527278947034604,3.3945297023238445e-16,0.3472721052965393]",0
109,josko52@gmail.com,Ordinary - Registered,0.14285714285714285,0.7142857142857143,0.14285714285714285,7.0,Catch-upper,2,"[0.14285714285714285,0.7142857142857143,0.14285714285714285]","[0.4167443992042165,5.592736075404138e-16,0.5832556007957829]",2
110,JOZE,Ordinary - Registered,0.0,0.0,1.0,5.0,Independant,1,"[0.0,0.0,1.0]","[1.2760105472852841e-22,1.0,2.2188005880867885e-23]",1
111,Jožko,Ordinary - Registered,0.6,0.1,0.3,10.0,Follower,0,"[0.6,0.1,0.3]","[0.7851296842601904,5.109791839004486e-16,0.21487031573980914]",0
112,Jure Gros,Ordinary - Registered,0.3076923076923077,0.3076923076923077,0.38461538461538464,13.0,Mixed - No predominent behavior,3,"[0.3076923076923077,0.3076923076923077,0.38461538461538464]","[0.6896460258217652,4.233363616612851e-16,0.31035397417823435]",0
113,jure111,Ordinary - Registered,0.16666666666666666,0.8333333333333334,0.0,6.0,Catch-upper,2,"[0.16666666666666666,0.8333333333333334,0.0]","[0.30659127979346007,7.41787614626873e-16,0.6934087202065392]",2
114,jurebizjak,Ordinary - Registered,0.5,0.08333333333333333,0.4166666666666667,12.0,Follower,0,"[0.5,0.08333333333333333,0.4166666666666667]","[0.7632601511167202,5.745617997916598e-16,0.23673984888327923]",0
115,kapitan72,Ordinary - Registered,0.5555555555555556,0.4444444444444444,0.0,9.0,Follower,0,"[0.5555555555555556,0.4444444444444444,0.0]","[0.692437697125412,4.594273227603759e-16,0.3075623028745875]",0
116,Karla,Ordinary - Registered,0.5,0.5,0.0,4.0,Follower,0,"[0.5,0.5,0.0]","[0.6426276043455645,4.454524995303734e-16,0.357372395654435]",0
117,Karmen Hrvatic,Ordinary - Registered,0.5454545454545454,0.45454545454545453,0.0,11.0,Follower,0,"[0.5454545454545454,0.45454545454545453,0.0]","[0.6837088199373574,4.556632423975842e-16,0.31629118006264206]",0
118,Katarina Šedlbauer,Ordinary - Registered,0.0,0.0,1.0,7.0,Independant,1,"[0.0,0.0,1.0]","[1.2760105472852841e-22,1.0,2.2188005880867885e-23]",1
119,kec,Ordinary - Registered,0.07692307692307693,0.07692307692307693,0.8461538461538461,13.0,Independant,1,"[0.07692307692307693,0.07692307692307693,0.8461538461538461]","[0.8086086133250319,6.636054269598052e-15,0.1913913866749614]",0
120,kemi,Ordinary - Registered,0.5,0.25,0.25,8.0,Follower,0,"[0.5,0.25,0.25]","[0.7344248118090032,3.651943863197098e-16,0.2655751881909964]",0
121,Kiklop,Ordinary - Registered,0.18181818181818182,0.0,0.8181818181818182,11.0,Independant,1,"[0.18181818181818182,0.0,0.8181818181818182]","[0.7921731393624935,5.046860867342546e-15,0.20782686063750144]",0
122,KlaraM,Ordinary - Registered,0.25,0.0,0.75,4.0,Independant,1,"[0.25,0.0,0.75]","[0.776771312262794,2.941544746788618e-15,0.22322868773720322]",0
123,Kreso,Ordinary - Registered,0.16666666666666666,0.5,0.3333333333333333,12.0,Catch-upper,2,"[0.16666666666666666,0.5,0.3333333333333333]","[0.5928856634032637,4.828736110885122e-16,0.40711433659673585]",0
124,Kristijan Lopac,Ordinary - Registered,0.2727272727272727,0.18181818181818182,0.5454545454545454,11.0,Independant,1,"[0.2727272727272727,0.18181818181818182,0.5454545454545454]","[0.7347575147033046,7.717767775324572e-16,0.2652424852966946]",0
125,Ksenija Sekulic,Ordinary - Registered,0.0,0.0,1.0,12.0,Independant,1,"[0.0,0.0,1.0]","[1.2760105472852841e-22,1.0,2.2188005880867885e-23]",1
126,Kskoric,Ordinary - Registered,0.0,0.0,1.0,10.0,Independant,1,"[0.0,0.0,1.0]","[1.2760105472852841e-22,1.0,2.2188005880867885e-23]",1
127,Kvasina,Ordinary - Registered,0.45454545454545453,0.5454545454545454,0.0,11.0,Catch-upper,2,"[0.45454545454545453,0.5454545454545454,0.0]","[0.5989211809739177,4.456061777634789e-16,0.40107881902608183]",0
128,Labura,Ordinary - Registered,0.25,0.5,0.25,4.0,Catch-upper,2,"[0.25,0.5,0.25]","[0.5869809335981859,3.832615637702713e-16,0.4130190664018137]",0
129,Lana,Ordinary - Registered,0.75,0.25,0.0,4.0,Follower,0,"[0.75,0.25,0.0]","[0.8288912038783428,6.83327408995846e-16,0.17110879612165658]",0
130,Lea Svilicic,Ordinary - Registered,0.4166666666666667,0.08333333333333333,0.5,12.0,Independant,1,"[0.4166666666666667,0.08333333333333333,0.5]","[0.7534607910085889,7.02777218851675e-16,0.24653920899141044]",0
131,Leo Mihaljevic,Ordinary - Registered,0.75,0.25,0.0,4.0,Follower,0,"[0.75,0.25,0.0]","[0.8288912038783428,6.83327408995846e-16,0.17110879612165658]",0
132,ljubica basic,Ordinary - Registered,0.9230769230769231,0.0,0.07692307692307693,13.0,Follower,0,"[0.9230769230769231,0.0,0.07692307692307693]","[0.8997532720152451,1.5198272902714411e-15,0.10024672798475333]",0
133,Luc,Ordinary - Registered,0.8181818181818182,0.18181818181818182,0.0,11.0,Follower,0,"[0.8181818181818182,0.18181818181818182,0.0]","[0.8628260863617331,8.797455606326022e-16,0.13717391363826617]",0
134,lucijan,Ordinary - Registered,0.46153846153846156,0.07692307692307693,0.46153846153846156,13.0,Mixed - No predominent behavior,3,"[0.46153846153846156,0.07692307692307693,0.46153846153846156]","[0.758390482632851,6.389329751152603e-16,0.24160951736714836]",0
135,ludmilla,Ordinary - Registered,0.4,0.0,0.6,5.0,Independant,1,"[0.4,0.0,0.6]","[0.7627173854337022,1.2215713297078495e-15,0.23728261456629662]",0
136,Luka Skocir,Ordinary - Registered,0.4444444444444444,0.5555555555555556,0.0,9.0,Catch-upper,2,"[0.4444444444444444,0.5555555555555556,0.0]","[0.5889059448349371,4.47007624882168e-16,0.41109405516506253]",0
137,luka.voncina,Ordinary - Registered,0.8333333333333334,0.16666666666666666,0.0,12.0,Follower,0,"[0.8333333333333334,0.16666666666666666,0.0]","[0.8694917876908929,9.384000132892502e-16,0.13050821230910617]",0
138,lukaaa11,Ordinary - Registered,0.5,0.3333333333333333,0.16666666666666666,6.0,Mixed - No predominent behavior,3,"[0.5,0.3333333333333333,0.16666666666666666]","[0.7110357272622166,3.477793155219465e-16,0.2889642727377831]",0
139,Lupodimare,Ordinary - Registered,0.3333333333333333,0.3333333333333333,0.3333333333333333,6.0,Mixed - No predominent behavior,3,"[0.3333333333333333,0.3333333333333333,0.3333333333333333]","[0.679883286085819,3.7624250729633117e-16,0.32011671391418056]",0
140,Maja Demaria,Ordinary - Registered,0.6,0.4,0.0,10.0,Follower,0,"[0.6,0.4,0.0]","[0.7289850657175401,4.831179648954612e-16,0.2710149342824595]",0
141,Maja Grinek,Ordinary - Registered,0.4444444444444444,0.4444444444444444,0.1111111111111111,9.0,Mixed - No predominent behavior,3,"[0.4444444444444444,0.4444444444444444,0.1111111111111111]","[0.6496966318409817,3.513556297636429e-16,0.35030336815901786]",0
142,maja laurence,Ordinary - Registered,0.0,0.0,1.0,4.0,Independant,1,"[0.0,0.0,1.0]","[1.2760105472852841e-22,1.0,2.2188005880867885e-23]",1
143,MajaM,Ordinary - Registered,0.38461538461538464,0.6153846153846154,0.0,13.0,Catch-upper,2,"[0.38461538461538464,0.6153846153846154,0.0]","[0.5279006212965736,4.657134016932607e-16,0.472099378703426]",0
144,Mare_,Ordinary - Registered,1.0,0.0,0.0,5.0,Follower,0,"[1.0,0.0,0.0]","[0.9252810332549992,2.3508275659190983e-15,0.0747189667449984]",0
145,mare10,Ordinary - Registered,0.0,0.0,1.0,7.0,Independant,1,"[0.0,0.0,1.0]","[1.2760105472852841e-22,1.0,2.2188005880867885e-23]",1
146,Maria,Ordinary - Registered,0.625,0.0,0.375,8.0,Follower,0,"[0.625,0.0,0.375]","[0.7959281804609484,7.289659311600619e-16,0.204071819539051]",0
147,Marijana,Ordinary - Registered,0.5714285714285714,0.42857142857142855,0.0,7.0,Follower,0,"[0.5714285714285714,0.42857142857142855,0.0]","[0.7058432398433263,4.66514260943294e-16,0.2941567601566732]",0
148,MARINO BRZAC,Ordinary - Registered,0.3333333333333333,0.6666666666666666,0.0,12.0,Catch-upper,2,"[0.3333333333333333,0.6666666666666666,0.0]","[0.4742707852810338,4.970642089412206e-16,0.5257292147189657]",2
149,Mario Bursac,Ordinary - Registered,0.8888888888888888,0.1111111111111111,0.0,9.0,Follower,0,"[0.8888888888888888,0.1111111111111111,0.0]","[0.8914551856742317,1.2210754651820828e-15,0.10854481432576704]",0
150,Mario91,Ordinary - Registered,0.1111111111111111,0.5555555555555556,0.3333333333333333,9.0,Catch-upper,2,"[0.1111111111111111,0.5555555555555556,0.3333333333333333]","[0.5609339792336322,5.708991632584162e-16,0.43906602076636725]",0
151,Marjan Henigman,Ordinary - Registered,0.9090909090909091,0.09090909090909091,0.0,11.0,Follower,0,"[0.9090909090909091,0.09090909090909091,0.0]","[0.8985421233549751,1.3579641698913519e-15,0.10145787664502359]",0
152,Markisha,Ordinary - Registered,0.5,0.5,0.0,4.0,Follower,0,"[0.5,0.5,0.0]","[0.6426276043455645,4.454524995303734e-16,0.357372395654435]",0
153,Marko Dundovic,Ordinary - Registered,0.15384615384615385,0.07692307692307693,0.7692307692307693,13.0,Independant,1,"[0.15384615384615385,0.07692307692307693,0.7692307692307693]","[0.7848141918081392,3.326970245609403e-15,0.2151858081918576]",0
154,Marko Kralj,Ordinary - Registered,0.4,0.6,0.0,5.0,Catch-upper,2,"[0.4,0.6,0.0]","[0.5438139050007179,4.59159994009093e-16,0.45618609499928153]",0
155,Marko L,Ordinary - Registered,0.0,0.0,1.0,12.0,Independant,1,"[0.0,0.0,1.0]","[1.2760105472852841e-22,1.0,2.2188005880867885e-23]",1
156,marko maticic,Ordinary - Registered,0.5,0.25,0.25,4.0,Follower,0,"[0.5,0.25,0.25]","[0.7344248118090032,3.651943863197098e-16,0.2655751881909964]",0
157,Maša,Ordinary - Registered,0.8,0.2,0.0,10.0,Follower,0,"[0.8,0.2,0.0]","[0.8544201613204421,8.174926134921848e-16,0.1455798386795571]",0
158,masa sarusic,Ordinary - Registered,0.75,0.25,0.0,12.0,Follower,0,"[0.75,0.25,0.0]","[0.8288912038783428,6.83327408995846e-16,0.17110879612165658]",0
159,Mate Vitaljic,Ordinary - Registered,0.8,0.2,0.0,10.0,Follower,0,"[0.8,0.2,0.0]","[0.8544201613204421,8.174926134921848e-16,0.1455798386795571]",0
160,Matija Osterc,Ordinary - Registered,0.23076923076923078,0.6923076923076923,0.07692307692307693,13.0,Catch-upper,2,"[0.23076923076923078,0.6923076923076923,0.07692307692307693]","[0.436374938416409,4.918714444500588e-16,0.5636250615835905]",2
161,Matija Turkalj,Ordinary - Registered,0.0,0.0,1.0,11.0,Independant,1,"[0.0,0.0,1.0]","[1.2760105472852841e-22,1.0,2.2188005880867885e-23]",1
162,Matjazzavrl,Ordinary - Registered,0.375,0.125,0.5,8.0,Independant,1,"[0.375,0.125,0.5]","[0.7445764041339766,6.591458135100575e-16,0.25542359586602265]",0
163,Mauro,Ordinary - Registered,0.0,0.0,1.0,9.0,Independant,1,"[0.0,0.0,1.0]","[1.2760105472852841e-22,1.0,2.2188005880867885e-23]",1
164,MedoPiki,Ordinary - Registered,0.0,0.0,1.0,13.0,Independant,1,"[0.0,0.0,1.0]","[1.2760105472852841e-22,1.0,2.2188005880867885e-23]",1
165,melina lakoš,Ordinary - Registered,0.0,0.0,1.0,9.0,Independant,1,"[0.0,0.0,1.0]","[1.2760105472852841e-22,1.0,2.2188005880867885e-23]",1
166,mihaelas,Ordinary - Registered,0.1111111111111111,0.4444444444444444,0.4444444444444444,9.0,Mixed - No predominent behavior,3,"[0.1111111111111111,0.4444444444444444,0.4444444444444444]","[0.6421421093055781,6.79816288970578e-16,0.35785789069442125]",0
167,Miho,Ordinary - Registered,0.36363636363636365,0.18181818181818182,0.45454545454545453,11.0,Mixed - No predominent behavior,3,"[0.36363636363636365,0.18181818181818182,0.45454545454545453]","[0.7315677446636867,5.342874220037135e-16,0.26843225533631265]",0
168,Milan Kuraš,Ordinary - Registered,0.07692307692307693,0.07692307692307693,0.8461538461538461,13.0,Independant,1,"[0.07692307692307693,0.07692307692307693,0.8461538461538461]","[0.8086086133250319,6.636054269598052e-15,0.1913913866749614]",0
169,Mirela,Ordinary - Registered,0.23076923076923078,0.07692307692307693,0.6923076923076923,13.0,Independant,1,"[0.23076923076923078,0.07692307692307693,0.6923076923076923]","[0.7668677554968525,1.8607879465301416e-15,0.23313224450314574]",0
170,Mirjana Puškarski,Ordinary - Registered,0.875,0.125,0.0,8.0,Follower,0,"[0.875,0.125,0.0]","[0.8863138903790926,1.1387698318448291e-15,0.1136861096209063]",0
171,Mirkomatic,Ordinary - Registered,0.23076923076923078,0.3076923076923077,0.46153846153846156,13.0,Mixed - No predominent behavior,3,"[0.23076923076923078,0.3076923076923077,0.46153846153846156]","[0.6939914112270579,5.602297110946396e-16,0.30600858877294157]",0
172,miroc,Ordinary - Registered,0.16666666666666666,0.8333333333333334,0.0,6.0,Catch-upper,2,"[0.16666666666666666,0.8333333333333334,0.0]","[0.30659127979346007,7.41787614626873e-16,0.6934087202065392]",2
173,Mišo,Ordinary - Registered,0.75,0.25,0.0,4.0,Follower,0,"[0.75,0.25,0.0]","[0.8288912038783428,6.83327408995846e-16,0.17110879612165658]",0
174,MojcaDamijan,Ordinary - Registered,0.6923076923076923,0.3076923076923077,0.0,13.0,Follower,0,"[0.6923076923076923,0.3076923076923077,0.0]","[0.7947420088759517,5.784682032580901e-16,0.20525799112404777]",0
175,Nataša,Ordinary - Registered,0.7142857142857143,0.14285714285714285,0.14285714285714285,7.0,Follower,0,"[0.7142857142857143,0.14285714285714285,0.14285714285714285]","[0.8219738864322619,5.745325197014513e-16,0.1780261135677376]",0
176,Nejc Kodric,Ordinary - Registered,0.15384615384615385,0.6153846153846154,0.23076923076923078,13.0,Catch-upper,2,"[0.15384615384615385,0.6153846153846154,0.23076923076923078]","[0.5041732832037312,4.896976576073712e-16,0.49582671679626816]",0
177,Nejc Likar,Ordinary - Registered,0.25,0.0,0.75,4.0,Independant,1,"[0.25,0.0,0.75]","[0.776771312262794,2.941544746788618e-15,0.22322868773720322]",0
178,nenad,Ordinary - Registered,1.0,0.0,0.0,7.0,Follower,0,"[1.0,0.0,0.0]","[0.9252810332549992,2.3508275659190983e-15,0.0747189667449984]",0
179,NenadS,Ordinary - Registered,0.25,0.5,0.25,12.0,Catch-upper,2,"[0.25,0.5,0.25]","[0.5869809335981859,3.832615637702713e-16,0.4130190664018137]",0
180,Neven,Ordinary - Registered,0.7692307692307693,0.23076923076923078,0.0,13.0,Follower,0,"[0.7692307692307693,0.23076923076923078,0.0]","[0.8391407494217173,7.292659262806712e-16,0.16085925057828185]",0
181,Niko Vukusic,Ordinary - Registered,0.75,0.25,0.0,12.0,Follower,0,"[0.75,0.25,0.0]","[0.8288912038783428,6.83327408995846e-16,0.17110879612165658]",0
182,niko.mihovilovic,Ordinary - Registered,0.8333333333333334,0.08333333333333333,0.08333333333333333,12.0,Follower,0,"[0.8333333333333334,0.08333333333333333,0.08333333333333333]","[0.8697503993843839,9.26676605313207e-16,0.13024960061561514]",0
183,Nikola Baržic,Ordinary - Registered,0.0,0.0,1.0,7.0,Independant,1,"[0.0,0.0,1.0]","[1.2760105472852841e-22,1.0,2.2188005880867885e-23]",1
184,Nikoleta,Ordinary - Registered,0.7,0.3,0.0,10.0,Follower,0,"[0.7,0.3,0.0]","[0.7995978968179118,5.900148934523159e-16,0.20040210318208757]",0
185,nikonikokaoja,Ordinary - Registered,0.25,0.0,0.75,4.0,Independant,1,"[0.25,0.0,0.75]","[0.776771312262794,2.941544746788618e-15,0.22322868773720322]",0
186,Oaky,Ordinary - Registered,0.7777777777777778,0.2222222222222222,0.0,9.0,Follower,0,"[0.7777777777777778,0.2222222222222222,0.0]","[0.84352118511419,7.518290615184579e-16,0.1564788148858093]",0
187,Ojiga,Ordinary - Registered,0.75,0.25,0.0,4.0,Follower,0,"[0.75,0.25,0.0]","[0.8288912038783428,6.83327408995846e-16,0.17110879612165658]",0
188,Pavle,Ordinary - Registered,0.8461538461538461,0.15384615384615385,0.0,13.0,Follower,0,"[0.8461538461538461,0.15384615384615385,0.0]","[0.8748986574330245,9.934753352398565e-16,0.12510134256697447]",0
189,pedro,Ordinary - Registered,0.2,0.8,0.0,10.0,Catch-upper,2,"[0.2,0.8,0.0]","[0.3381340277355486,6.690194749827728e-16,0.6618659722644507]",2
190,peri,Ordinary - Registered,0.7692307692307693,0.0,0.23076923076923078,13.0,Follower,0,"[0.7692307692307693,0.0,0.23076923076923078]","[0.8431916362596944,8.566353186746815e-16,0.1568083637403047]",0
191,Pero,Ordinary - Registered,0.1111111111111111,0.1111111111111111,0.7777777777777778,9.0,Independant,1,"[0.1111111111111111,0.1111111111111111,0.7777777777777778]","[0.7890254182595557,3.6521905416956145e-15,0.21097458174044062]",0
192,Petar,Ordinary - Registered,0.4166666666666667,0.16666666666666666,0.4166666666666667,12.0,Mixed - No predominent behavior,3,"[0.4166666666666667,0.16666666666666666,0.4166666666666667]","[0.7385619176579147,4.893944361274141e-16,0.2614380823420849]",0
193,PeterKogej,Ordinary - Registered,0.18181818181818182,0.2727272727272727,0.5454545454545454,11.0,Independant,1,"[0.18181818181818182,0.2727272727272727,0.5454545454545454]","[0.7166480967164552,8.203627164853687e-16,0.2833519032835438]",0
194,PetraP,Ordinary - Registered,0.6,0.4,0.0,10.0,Follower,0,"[0.6,0.4,0.0]","[0.7289850657175401,4.831179648954612e-16,0.2710149342824595]",0
195,Pina,Ordinary - Registered,0.9230769230769231,0.07692307692307693,0.0,13.0,Follower,0,"[0.9230769230769231,0.07692307692307693,0.0]","[0.9031876289239216,1.4664794706208138e-15,0.09681237107607697]",0
196,Pino,Ordinary - Registered,0.2222222222222222,0.1111111111111111,0.6666666666666666,9.0,Independant,1,"[0.2222222222222222,0.1111111111111111,0.6666666666666666]","[0.7608237521596376,1.5564640024846238e-15,0.2391762478403608]",0
197,Pirko,Ordinary - Registered,0.16666666666666666,0.16666666666666666,0.6666666666666666,12.0,Independant,1,"[0.16666666666666666,0.16666666666666666,0.6666666666666666]","[0.7578189151927776,1.5908027057276266e-15,0.24218108480722084]",0
198,Pjerino,Ordinary - Registered,1.0,0.0,0.0,6.0,Follower,0,"[1.0,0.0,0.0]","[0.9252810332549992,2.3508275659190983e-15,0.0747189667449984]",0
199,Pjero,Ordinary - Registered,0.6666666666666666,0.1111111111111111,0.2222222222222222,9.0,Follower,0,"[0.6666666666666666,0.1111111111111111,0.2222222222222222]","[0.8059460680620653,5.357192761897395e-16,0.19405393193793416]",0
200,Plavac_mali,Ordinary - Registered,0.6666666666666666,0.3333333333333333,0.0,12.0,Follower,0,"[0.6666666666666666,0.3333333333333333,0.0]","[0.7778672262010862,5.444938315668724e-16,0.2221327737989133]",0
201,plombar,Ordinary - Registered,0.5384615384615384,0.46153846153846156,0.0,13.0,Follower,0,"[0.5384615384615384,0.46153846153846156,0.0]","[0.6775775580957392,4.533859698906223e-16,0.32242244190426045]",0
202,Pokmon,Ordinary - Registered,0.5833333333333334,0.4166666666666667,0.0,12.0,Follower,0,"[0.5833333333333334,0.4166666666666667,0.0]","[0.7156420892052896,4.728103079922065e-16,0.28435791079470996]",0
203,Pokret Otoka,Ordinary - Registered,0.5714285714285714,0.42857142857142855,0.0,7.0,Follower,0,"[0.5714285714285714,0.42857142857142855,0.0]","[0.7058432398433263,4.66514260943294e-16,0.2941567601566732]",0
204,Polona,Ordinary - Registered,0.46153846153846156,0.0,0.5384615384615384,13.0,Independant,1,"[0.46153846153846156,0.0,0.5384615384615384]","[0.7655389929928925,9.643635417196713e-16,0.23446100700710656]",0
205,Primosius,Ordinary - Registered,0.0,0.0,1.0,4.0,Independant,1,"[0.0,0.0,1.0]","[1.2760105472852841e-22,1.0,2.2188005880867885e-23]",1
206,RadoL,Ordinary - Registered,0.5,0.25,0.25,12.0,Follower,0,"[0.5,0.25,0.25]","[0.7344248118090032,3.651943863197098e-16,0.2655751881909964]",0
207,Ramo,Ordinary - Registered,0.8461538461538461,0.15384615384615385,0.0,13.0,Follower,0,"[0.8461538461538461,0.15384615384615385,0.0]","[0.8748986574330245,9.934753352398565e-16,0.12510134256697447]",0
208,Rebeka,Ordinary - Registered,0.0,0.0,1.0,13.0,Independant,1,"[0.0,0.0,1.0]","[1.2760105472852841e-22,1.0,2.2188005880867885e-23]",1
209,RobiF,Ordinary - Registered,0.75,0.0,0.25,4.0,Follower,0,"[0.75,0.0,0.25]","[0.8362316340390517,8.206072365516757e-16,0.1637683659609476]",0
210,rocco337,Ordinary - Registered,0.2222222222222222,0.7777777777777778,0.0,9.0,Catch-upper,2,"[0.2222222222222222,0.7777777777777778,0.0]","[0.359895830511631,6.285854328054619e-16,0.6401041694883683]",2
211,Rok321,Ordinary - Registered,0.75,0.25,0.0,4.0,Follower,0,"[0.75,0.25,0.0]","[0.8288912038783428,6.83327408995846e-16,0.17110879612165658]",0
212,Roki,Ordinary - Registered,0.23076923076923078,0.07692307692307693,0.6923076923076923,13.0,Independant,1,"[0.23076923076923078,0.07692307692307693,0.6923076923076923]","[0.7668677554968525,1.8607879465301416e-15,0.23313224450314574]",0
213,rokian,Ordinary - Registered,0.5,0.0,0.5,4.0,Follower,0,"[0.5,0.0,0.5]","[0.769823439123357,8.629353674372629e-16,0.230176560876642]",0
214,Romana,Ordinary - Registered,0.3333333333333333,0.3333333333333333,0.3333333333333333,9.0,Mixed - No predominent behavior,3,"[0.3333333333333333,0.3333333333333333,0.3333333333333333]","[0.679883286085819,3.7624250729633117e-16,0.32011671391418056]",0
215,ruzica kovacevic,Ordinary - Registered,0.5,0.3333333333333333,0.16666666666666666,12.0,Follower,0,"[0.5,0.3333333333333333,0.16666666666666666]","[0.7110357272622166,3.477793155219465e-16,0.2889642727377831]",0
216,Sailman,Ordinary - Registered,0.6666666666666666,0.3333333333333333,0.0,12.0,Follower,0,"[0.6666666666666666,0.3333333333333333,0.0]","[0.7778672262010862,5.444938315668724e-16,0.2221327737989133]",0
217,Salieri,Ordinary - Registered,0.0,0.0,1.0,12.0,Independant,1,"[0.0,0.0,1.0]","[1.2760105472852841e-22,1.0,2.2188005880867885e-23]",1
218,Sandi,Ordinary - Registered,0.6666666666666666,0.16666666666666666,0.16666666666666666,6.0,Follower,0,"[0.6666666666666666,0.16666666666666666,0.16666666666666666]","[0.8020297634664405,4.96135831520432e-16,0.19797023653355905]",0
219,sawyer,Ordinary - Registered,0.23076923076923078,0.46153846153846156,0.3076923076923077,13.0,Mixed - No predominent behavior,3,"[0.23076923076923078,0.46153846153846156,0.3076923076923077]","[0.6123491193833882,4.080984920632208e-16,0.38765088061661146]",0
220,shrike,Ordinary - Registered,0.8333333333333334,0.16666666666666666,0.0,6.0,Follower,0,"[0.8333333333333334,0.16666666666666666,0.0]","[0.8694917876908929,9.384000132892502e-16,0.13050821230910617]",0
221,Silvestar Tokic,Ordinary - Registered,0.38461538461538464,0.6153846153846154,0.0,13.0,Catch-upper,2,"[0.38461538461538464,0.6153846153846154,0.0]","[0.5279006212965736,4.657134016932607e-16,0.472099378703426]",0
222,Šimun Zamberlin,Ordinary - Registered,0.8461538461538461,0.07692307692307693,0.07692307692307693,13.0,Follower,0,"[0.8461538461538461,0.07692307692307693,0.07692307692307693]","[0.874580128407456,9.848016392149673e-16,0.12541987159254295]",0
223,Škatja,Ordinary - Registered,0.2857142857142857,0.14285714285714285,0.5714285714285714,7.0,Independant,1,"[0.2857142857142857,0.14285714285714285,0.5714285714285714]","[0.7439126343265375,8.851095724795972e-16,0.2560873656734615]",0
224,slipke,Ordinary - Registered,0.0,0.0,1.0,5.0,Independant,1,"[0.0,0.0,1.0]","[1.2760105472852841e-22,1.0,2.2188005880867885e-23]",1
225,splicho,Ordinary - Registered,0.25,0.75,0.0,8.0,Catch-upper,2,"[0.25,0.75,0.0]","[0.38778242913983063,5.85689422751798e-16,0.6122175708601687]",2
226,staneb,Ordinary - Registered,0.75,0.25,0.0,12.0,Follower,0,"[0.75,0.25,0.0]","[0.8288912038783428,6.83327408995846e-16,0.17110879612165658]",0
227,Stanojevic,Ordinary - Registered,0.0,0.0,1.0,5.0,Independant,1,"[0.0,0.0,1.0]","[1.2760105472852841e-22,1.0,2.2188005880867885e-23]",1
228,stipica,Ordinary - Registered,0.38461538461538464,0.38461538461538464,0.23076923076923078,13.0,Mixed - No predominent behavior,3,"[0.38461538461538464,0.38461538461538464,0.23076923076923078]","[0.6633980585981486,3.332841466292997e-16,0.336601941401851]",0
229,TAMARA L.,Ordinary - Registered,0.8461538461538461,0.07692307692307693,0.07692307692307693,13.0,Follower,0,"[0.8461538461538461,0.07692307692307693,0.07692307692307693]","[0.874580128407456,9.848016392149673e-16,0.12541987159254295]",0
230,tasa,Ordinary - Registered,0.7142857142857143,0.2857142857142857,0.0,7.0,Follower,0,"[0.7142857142857143,0.2857142857142857,0.0]","[0.8083659725910066,6.132898422692097e-16,0.19163402740899274]",0
231,Tatjana,Ordinary - Registered,0.5,0.5,0.0,4.0,Follower,0,"[0.5,0.5,0.0]","[0.6426276043455645,4.454524995303734e-16,0.357372395654435]",0
232,tibor,Ordinary - Registered,0.16666666666666666,0.3333333333333333,0.5,6.0,Mixed - No predominent behavior,3,"[0.16666666666666666,0.3333333333333333,0.5]","[0.6924776419215344,7.020317530189187e-16,0.3075223580784649]",0
233,Tina Kiler,Ordinary - Registered,0.46153846153846156,0.5384615384615384,0.0,13.0,Catch-upper,2,"[0.46153846153846156,0.5384615384615384,0.0]","[0.6057952881326352,4.449267161108995e-16,0.3942047118673643]",0
234,Tjaša,Ordinary - Registered,0.6666666666666666,0.16666666666666666,0.16666666666666666,12.0,Follower,0,"[0.6666666666666666,0.16666666666666666,0.16666666666666666]","[0.8020297634664405,4.96135831520432e-16,0.19797023653355905]",0
